id,calendartype,createdby,createddate,modifiedby,modifieddate,corporateofficehourenddate,corporateofficehourid,corporateofficehourname,corporateofficehourphotourl,corporateofficehourstartdate,corporateofficehourstatus,corporateofficehourtype,daytype,esid
130,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:55,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708319004,OFF SUNDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-007"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SUNDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:35"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604906989870"",""essubcoID"":""SUBCO-160490698987049"",""esname"":""Bank Artha Graha Wiladatika Cibubur (KCP)""}"
131,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:51,EMP-013438,11/30/2020 12:08,11/30/2020 17:00,COPOFFHOU-1606708319005,NORMAL TUESDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TUESDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:17:19"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604906989870"",""essubcoID"":""SUBCO-160490698987049"",""esname"":""Bank Artha Graha Wiladatika Cibubur (KCP)""}"
132,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:50,EMP-013438,11/30/2020 12:08,11/30/2020 17:00,COPOFFHOU-1606708319006,NORMAL MONDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""MONDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:16:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604906989870"",""essubcoID"":""SUBCO-160490698987049"",""esname"":""Bank Artha Graha Wiladatika Cibubur (KCP)""}"
133,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:52,EMP-105958,11/30/2020 10:56,11/30/2020 17:00,COPOFFHOU-1606708319007,NORMAL WEDNESDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""WEDNESDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:17:29"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604906989870"",""essubcoID"":""SUBCO-160490698987049"",""esname"":""Bank Artha Graha Wiladatika Cibubur (KCP)""}"
134,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:53,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708302001,NORMAL THURDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""THURSDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:06"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907481981"",""essubcoID"":""SUBCO-160490748198201"",""esname"":""Bank Artha Graha P.Jayakarta (KCI)""}"
135,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:53,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708302002,NORMAL FRIDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-005"",""bizparStatus"":""ACTIVE"",""bizparValue"":""FRIDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:14"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907481981"",""essubcoID"":""SUBCO-160490748198201"",""esname"":""Bank Artha Graha P.Jayakarta (KCI)""}"
136,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:54,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708302003,OFF SATURDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-006"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SATURDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:25"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907481981"",""essubcoID"":""SUBCO-160490748198201"",""esname"":""Bank Artha Graha P.Jayakarta (KCI)""}"
137,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:55,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708302004,OFF SUNDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-007"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SUNDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:35"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907481981"",""essubcoID"":""SUBCO-160490748198201"",""esname"":""Bank Artha Graha P.Jayakarta (KCI)""}"
138,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:51,EMP-013438,11/30/2020 12:08,11/30/2020 17:00,COPOFFHOU-1606708302005,NORMAL TUESDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TUESDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:17:19"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907481981"",""essubcoID"":""SUBCO-160490748198201"",""esname"":""Bank Artha Graha P.Jayakarta (KCI)""}"
139,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:50,EMP-013438,11/30/2020 12:08,11/30/2020 17:00,COPOFFHOU-1606708302006,NORMAL MONDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""MONDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:16:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907481981"",""essubcoID"":""SUBCO-160490748198201"",""esname"":""Bank Artha Graha P.Jayakarta (KCI)""}"
140,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:52,EMP-105958,11/30/2020 10:56,11/30/2020 17:00,COPOFFHOU-1606708302007,NORMAL WEDNESDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""WEDNESDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:17:29"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907481981"",""essubcoID"":""SUBCO-160490748198201"",""esname"":""Bank Artha Graha P.Jayakarta (KCI)""}"
141,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:53,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708321001,NORMAL THURDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""THURSDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:06"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907961671"",""essubcoID"":""SUBCO-160490796167101"",""esname"":""Bank Artha Graha Mangga Besar (KCP)""}"
142,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:53,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708321002,NORMAL FRIDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-005"",""bizparStatus"":""ACTIVE"",""bizparValue"":""FRIDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:14"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907961671"",""essubcoID"":""SUBCO-160490796167101"",""esname"":""Bank Artha Graha Mangga Besar (KCP)""}"
143,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:54,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708321003,OFF SATURDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-006"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SATURDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:25"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907961671"",""essubcoID"":""SUBCO-160490796167101"",""esname"":""Bank Artha Graha Mangga Besar (KCP)""}"
144,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:55,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708321004,OFF SUNDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-007"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SUNDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:35"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907961671"",""essubcoID"":""SUBCO-160490796167101"",""esname"":""Bank Artha Graha Mangga Besar (KCP)""}"
145,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:51,EMP-013438,11/30/2020 12:08,11/30/2020 17:00,COPOFFHOU-1606708321005,NORMAL TUESDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TUESDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:17:19"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907961671"",""essubcoID"":""SUBCO-160490796167101"",""esname"":""Bank Artha Graha Mangga Besar (KCP)""}"
146,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:50,EMP-013438,11/30/2020 12:08,11/30/2020 17:00,COPOFFHOU-1606708321006,NORMAL MONDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""MONDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:16:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907961671"",""essubcoID"":""SUBCO-160490796167101"",""esname"":""Bank Artha Graha Mangga Besar (KCP)""}"
147,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:52,EMP-105958,11/30/2020 10:56,11/30/2020 17:00,COPOFFHOU-1606708321007,NORMAL WEDNESDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""WEDNESDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:17:29"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604907961671"",""essubcoID"":""SUBCO-160490796167101"",""esname"":""Bank Artha Graha Mangga Besar (KCP)""}"
148,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:53,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708322001,NORMAL THURDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""THURSDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:06"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604908165846"",""essubcoID"":""SUBCO-160490816584625"",""esname"":""Bank Artha Graha Kopi (KCP)""}"
149,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:53,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708322002,NORMAL FRIDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-005"",""bizparStatus"":""ACTIVE"",""bizparValue"":""FRIDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:14"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604908165846"",""essubcoID"":""SUBCO-160490816584625"",""esname"":""Bank Artha Graha Kopi (KCP)""}"
150,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:54,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708322003,OFF SATURDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-006"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SATURDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:25"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604908165846"",""essubcoID"":""SUBCO-160490816584625"",""esname"":""Bank Artha Graha Kopi (KCP)""}"
151,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-105958,11/30/2020 10:55,EMP-105958,11/30/2020 10:57,11/30/2020 17:00,COPOFFHOU-1606708322004,OFF SUNDAY,,11/30/2020 8:30,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-007"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SUNDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:35"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604908165846"",""essubcoID"":""SUBCO-160490816584625"",""esname"":""Bank Artha Graha Kopi (KCP)""}"
