ouCNBTPLID,ouCNCTPLID,ouIPPTPLID,ouTaxTPLID,laneType,oUGrade,oUHashChild,oUID,oUJobDescription,oULevel,oUParentID,oUPayrollTaxTPLID,oUPosition
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793761324,GRADE-002;	2153000-5418000	;FAC-1603793761324,GRADE-003;	2369000-5961000	;FAC-1603793761324,GRADE-004;	5167000-10334000	;FAC-1603793761324,GRADE-005;	6718000-13346000	;FAC-1603793761324,GRADE-006;	8734000-17466000	;FAC-1603793761324,GRADE-007;	11355000-22710000	;FAC-1603793761324,GRADE-008;	14762000-29524000	;FAC-1603793761324,GRADE-009;	19191000-38382000	;FAC-1603793761324,GRADE-010;	25908000-51816000	;FAC-1603793761324,GRADE-011;	34976000-69525000	;FAC-1603793761324,GRADE-012;	47218000-69952000	;FAC-1603793761324,GRADE-013;	47218000-69952000	;FAC-1603793761324,GRADE-014;	1957000-4925000	;FAC-1603793761324",TRUE,OUID-KOMUT10001,Komisaris Utama                                   ,LVL-000,NULL,PAY-1580288169116,LVL-000-KOMUT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SOASP10082,Senior Officer Admin Sekretaris Perusahaan ,LVL-005,OUID-EOASP10081,PAY-1580288169116,LVL-005-SOASP
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STASP10083,Staff Admin Sekretaris Perusahaan ,LVL-006,OUID-EOASP10081,PAY-1580288169116,LVL-006-STASP
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603779164791,GRADE-002;	2153000-5418000	;FAC-1603779164791,GRADE-003;	2369000-5961000	;FAC-1603779164791,GRADE-004;	5167000-10334000	;FAC-1603779164791,GRADE-005;	6718000-13346000	;FAC-1603779164791,GRADE-006;	8734000-17466000	;FAC-1603779164791,GRADE-007;	11355000-22710000	;FAC-1603779164791,GRADE-008;	14762000-29524000	;FAC-1603779164791,GRADE-009;	19191000-38382000	;FAC-1603779164791,GRADE-010;	25908000-51816000	;FAC-1603779164791,GRADE-011;	34976000-69525000	;FAC-1603779164791,GRADE-012;	47218000-69952000	;FAC-1603779164791,GRADE-013;	47218000-69952000	;FAC-1603779164791,GRADE-014;	1957000-4925000	;FAC-1603779164791",TRUE,OUID-DDHIN10084,Deputi Direktur Hubungan Internasional,LVL-003,OUID-DIRCS10066,PAY-1580288169116,LVL-003-DDHIN
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603779386752,GRADE-002;	2153000-5418000	;FAC-1603779386752,GRADE-003;	2369000-5961000	;FAC-1603779386752,GRADE-004;	5167000-10334000	;FAC-1603779386752,GRADE-005;	6718000-13346000	;FAC-1603779386752,GRADE-006;	8734000-17466000	;FAC-1603779386752,GRADE-007;	11355000-22710000	;FAC-1603779386752,GRADE-008;	14762000-29524000	;FAC-1603779386752,GRADE-009;	19191000-38382000	;FAC-1603779386752,GRADE-010;	25908000-51816000	;FAC-1603779386752,GRADE-011;	34976000-69525000	;FAC-1603779386752,GRADE-012;	47218000-69952000	;FAC-1603779386752,GRADE-013;	47218000-69952000	;FAC-1603779386752,GRADE-014;	1957000-4925000	;FAC-1603779386752",TRUE,OUID-DIRCR10085,Direktur Credit Recovery ,LVL-001,OUID-DRUTM10006,PAY-1580288169116,LVL-001-DIRCR
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793701560,GRADE-002;	2153000-5418000	;FAC-1603793701560,GRADE-003;	2369000-5961000	;FAC-1603793701560,GRADE-004;	5167000-10334000	;FAC-1603793701560,GRADE-005;	6718000-13346000	;FAC-1603793701560,GRADE-006;	8734000-17466000	;FAC-1603793701560,GRADE-007;	11355000-22710000	;FAC-1603793701560,GRADE-008;	14762000-29524000	;FAC-1603793701560,GRADE-009;	19191000-38382000	;FAC-1603793701560,GRADE-010;	25908000-51816000	;FAC-1603793701560,GRADE-011;	34976000-69525000	;FAC-1603793701560,GRADE-012;	47218000-69952000	;FAC-1603793701560,GRADE-013;	47218000-69952000	;FAC-1603793701560,GRADE-014;	1957000-4925000	;FAC-1603793701560",TRUE,OUID-ASSCR10086,Associate Director Credit Recovery,LVL-002,OUID-DIRCR10085,PAY-1580288169116,LVL-002-ASSCR
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603779164791,GRADE-002;	2153000-5418000	;FAC-1603779164791,GRADE-003;	2369000-5961000	;FAC-1603779164791,GRADE-004;	5167000-10334000	;FAC-1603779164791,GRADE-005;	6718000-13346000	;FAC-1603779164791,GRADE-006;	8734000-17466000	;FAC-1603779164791,GRADE-007;	11355000-22710000	;FAC-1603779164791,GRADE-008;	14762000-29524000	;FAC-1603779164791,GRADE-009;	19191000-38382000	;FAC-1603779164791,GRADE-010;	25908000-51816000	;FAC-1603779164791,GRADE-011;	34976000-69525000	;FAC-1603779164791,GRADE-012;	47218000-69952000	;FAC-1603779164791,GRADE-013;	47218000-69952000	;FAC-1603779164791,GRADE-014;	1957000-4925000	;FAC-1603779164791",TRUE,OUID-DDSAM10087,Deputi Direktur SAM ,LVL-003,OUID-ASSCR10086,PAY-1580288169116,LVL-003-DDSAM
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603778861841,GRADE-002;	2153000-5418000	;FAC-1603778861841,GRADE-003;	2369000-5961000	;FAC-1603778861841,GRADE-004;	5167000-10334000	;FAC-1603778861841,GRADE-005;	6718000-13346000	;FAC-1603778861841,GRADE-006;	8734000-17466000	;FAC-1603778861841,GRADE-007;	11355000-22710000	;FAC-1603778861841,GRADE-008;	14762000-29524000	;FAC-1603778861841,GRADE-009;	19191000-38382000	;FAC-1603778861841,GRADE-010;	25908000-51816000	;FAC-1603778861841,GRADE-011;	34976000-69525000	;FAC-1603778861841,GRADE-012;	47218000-69952000	;FAC-1603778861841,GRADE-013;	47218000-69952000	;FAC-1603778861841,GRADE-014;	1957000-4925000	;FAC-1603778861841",TRUE,OUID-EOSAM10088,Executive Officer SAM ,LVL-004,OUID-DDSAM10087,PAY-1580288169116,LVL-004-EOSAM
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SOSAM10089,Senior Officer Pengelolaan Aset Khusus,LVL-005,OUID-EOSAM10088,PAY-1580288169116,LVL-005-SOSAM
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STPAKH10090,Staff Pengelolaan Aset Khusus,LVL-006,OUID-EOSAM10088,PAY-1580288169116,LVL-006-STPAKH
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603779164791,GRADE-002;	2153000-5418000	;FAC-1603779164791,GRADE-003;	2369000-5961000	;FAC-1603779164791,GRADE-004;	5167000-10334000	;FAC-1603779164791,GRADE-005;	6718000-13346000	;FAC-1603779164791,GRADE-006;	8734000-17466000	;FAC-1603779164791,GRADE-007;	11355000-22710000	;FAC-1603779164791,GRADE-008;	14762000-29524000	;FAC-1603779164791,GRADE-009;	19191000-38382000	;FAC-1603779164791,GRADE-010;	25908000-51816000	;FAC-1603779164791,GRADE-011;	34976000-69525000	;FAC-1603779164791,GRADE-012;	47218000-69952000	;FAC-1603779164791,GRADE-013;	47218000-69952000	;FAC-1603779164791,GRADE-014;	1957000-4925000	;FAC-1603779164791",TRUE,OUID-DDRMD10091,Deputi Direktur Remedial,LVL-003,OUID-ASSCR10086,PAY-1580288169116,LVL-003-DDRMD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603778861841,GRADE-002;	2153000-5418000	;FAC-1603778861841,GRADE-003;	2369000-5961000	;FAC-1603778861841,GRADE-004;	5167000-10334000	;FAC-1603778861841,GRADE-005;	6718000-13346000	;FAC-1603778861841,GRADE-006;	8734000-17466000	;FAC-1603778861841,GRADE-007;	11355000-22710000	;FAC-1603778861841,GRADE-008;	14762000-29524000	;FAC-1603778861841,GRADE-009;	19191000-38382000	;FAC-1603778861841,GRADE-010;	25908000-51816000	;FAC-1603778861841,GRADE-011;	34976000-69525000	;FAC-1603778861841,GRADE-012;	47218000-69952000	;FAC-1603778861841,GRADE-013;	47218000-69952000	;FAC-1603778861841,GRADE-014;	1957000-4925000	;FAC-1603778861841",TRUE,OUID-EORMJ10092,Executive Officer Remedial Jabodetabek,LVL-004,OUID-DDRMD10091,PAY-1580288169116,LVL-004-EORMJ
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SORMJ10093,Senior Officer Remedial Jabodetabek,LVL-005,OUID-EORMJ10092,PAY-1580288169116,LVL-005-SORMJ
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SRJDBK10094,Staff Remedial Jabodetabek,LVL-006,OUID-EORMJ10092,PAY-1580288169116,LVL-006-SRJDBK
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603778861841,GRADE-002;	2153000-5418000	;FAC-1603778861841,GRADE-003;	2369000-5961000	;FAC-1603778861841,GRADE-004;	5167000-10334000	;FAC-1603778861841,GRADE-005;	6718000-13346000	;FAC-1603778861841,GRADE-006;	8734000-17466000	;FAC-1603778861841,GRADE-007;	11355000-22710000	;FAC-1603778861841,GRADE-008;	14762000-29524000	;FAC-1603778861841,GRADE-009;	19191000-38382000	;FAC-1603778861841,GRADE-010;	25908000-51816000	;FAC-1603778861841,GRADE-011;	34976000-69525000	;FAC-1603778861841,GRADE-012;	47218000-69952000	;FAC-1603778861841,GRADE-013;	47218000-69952000	;FAC-1603778861841,GRADE-014;	1957000-4925000	;FAC-1603778861841",TRUE,OUID-EOKUR10095,Executive Officer Remedial Luar Kota & KUR Collection,LVL-004,OUID-DDRMD10091,PAY-1580288169116,LVL-004-EOKUR
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SORLK10096,Senior Officer Remedial Luar Kota ,LVL-005,OUID-EOKUR10095,PAY-1580288169116,LVL-005-SORLK
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SRLKT10097,Staff Remedial Luar Kota ,LVL-006,OUID-EOKUR10095,PAY-1580288169116,LVL-006-SRLKT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SOKUR10098,Senior Officer KUR Collection,LVL-005,OUID-EOKUR10095,PAY-1580288169116,LVL-005-SOKUR
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STKCOL10099,Staff KUR Collection,LVL-006,OUID-EOKUR10095,PAY-1580288169116,LVL-006-STKCOL
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603778861841,GRADE-002;	2153000-5418000	;FAC-1603778861841,GRADE-003;	2369000-5961000	;FAC-1603778861841,GRADE-004;	5167000-10334000	;FAC-1603778861841,GRADE-005;	6718000-13346000	;FAC-1603778861841,GRADE-006;	8734000-17466000	;FAC-1603778861841,GRADE-007;	11355000-22710000	;FAC-1603778861841,GRADE-008;	14762000-29524000	;FAC-1603778861841,GRADE-009;	19191000-38382000	;FAC-1603778861841,GRADE-010;	25908000-51816000	;FAC-1603778861841,GRADE-011;	34976000-69525000	;FAC-1603778861841,GRADE-012;	47218000-69952000	;FAC-1603778861841,GRADE-013;	47218000-69952000	;FAC-1603778861841,GRADE-014;	1957000-4925000	;FAC-1603778861841",TRUE,OUID-EORMD10100,Executive Officer Remedial Data / Dokumentasi,LVL-004,OUID-DDRMD10091,PAY-1580288169116,LVL-004-EORMD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SORMD10101,Senior Officer Remedial Data / Dokumentasi,LVL-005,OUID-EORMD10100,PAY-1580288169116,LVL-005-SORMD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SRDDD10102,Staff Remedial Data / Dokumentasi,LVL-006,OUID-EORMD10100,PAY-1580288169116,LVL-006-SRDDD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603778861841,GRADE-002;	2153000-5418000	;FAC-1603778861841,GRADE-003;	2369000-5961000	;FAC-1603778861841,GRADE-004;	5167000-10334000	;FAC-1603778861841,GRADE-005;	6718000-13346000	;FAC-1603778861841,GRADE-006;	8734000-17466000	;FAC-1603778861841,GRADE-007;	11355000-22710000	;FAC-1603778861841,GRADE-008;	14762000-29524000	;FAC-1603778861841,GRADE-009;	19191000-38382000	;FAC-1603778861841,GRADE-010;	25908000-51816000	;FAC-1603778861841,GRADE-011;	34976000-69525000	;FAC-1603778861841,GRADE-012;	47218000-69952000	;FAC-1603778861841,GRADE-013;	47218000-69952000	;FAC-1603778861841,GRADE-014;	1957000-4925000	;FAC-1603778861841",TRUE,OUID-EORST10103,Executive Officer Restruktur,LVL-004,OUID-DDRMD10091,PAY-1580288169116,LVL-004-EORST
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SORST10104,Senior Officer Restruktur,LVL-005,OUID-EORST10103,PAY-1580288169116,LVL-005-SORST
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STRTRKT10105,Staff Restruktur,LVL-006,OUID-EORST10103,PAY-1580288169116,LVL-006-STRTRKT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603778861841,GRADE-002;	2153000-5418000	;FAC-1603778861841,GRADE-003;	2369000-5961000	;FAC-1603778861841,GRADE-004;	5167000-10334000	;FAC-1603778861841,GRADE-005;	6718000-13346000	;FAC-1603778861841,GRADE-006;	8734000-17466000	;FAC-1603778861841,GRADE-007;	11355000-22710000	;FAC-1603778861841,GRADE-008;	14762000-29524000	;FAC-1603778861841,GRADE-009;	19191000-38382000	;FAC-1603778861841,GRADE-010;	25908000-51816000	;FAC-1603778861841,GRADE-011;	34976000-69525000	;FAC-1603778861841,GRADE-012;	47218000-69952000	;FAC-1603778861841,GRADE-013;	47218000-69952000	;FAC-1603778861841,GRADE-014;	1957000-4925000	;FAC-1603778861841",TRUE,OUID-EOLTG10106,Executive Officer Litigasi,LVL-004,OUID-DDRMD10091,PAY-1580288169116,LVL-004-EOLTG
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SOLTG10107,Senior Officer Litigasi,LVL-005,OUID-EOLTG10106,PAY-1580288169116,LVL-005-SOLTG
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SLTGS10108,Staff Litigasi,LVL-006,OUID-EOLTG10106,PAY-1580288169116,LVL-006-SLTGS
