"id","bizparcategory","createdby","createddate","modifiedby","modifieddate","bizparkey","bizparstatus","bizparvalue"
514,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:13:14,,,B-COM-01-IT-01,ACTIVE,"21-100-01"
515,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:13:22,,,B-COM-01-IT-02,ACTIVE,"21-100-02"
516,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:13:58,,,B-COM-02-IT-01,ACTIVE,GAJI/PENSIUN ATAU THT/JHT
517,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:14:11,,,B-COM-02-IT-02,ACTIVE,TUNJANGAN PPh
518,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:15:37,,,B-COM-02-IT-03,ACTIVE,"TUNJANGAN LAINNYA, UANG LEMBUR DAN SEBAGAINYA"
519,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:16:10,,,B-COM-02-IT-04,ACTIVE,HONORARIUM DAN IMBALAN DAN LAIN SEJENISNYA
520,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:16:37,,,B-COM-02-IT-05,ACTIVE,PREMI ASURANSI YANG DIBAYAR PEMBERI KERJA
521,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:19:23,,,B-COM-02-IT-06,ACTIVE,PENERIMAAN DALAM BENTUK NATUNA DAN KENIKMATAN LAINNYA YANG DIKENAKAN PEMOTONGAN PPh PASAL 21
522,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:19:55,,,B-COM-02-IT-07,ACTIVE,"TANTIEM, BONUS, GRATIFIKASI, JASA PRODUKSI DAN THR"
487,TAX_TPL_SEGMENT,SYSTEM,2019-09-11 09:38:00,,,TAXTPLSEG-02,ACTIVE,HEADER
523,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:20:23,,,B-COM-02-IT-08,ACTIVE,JUMLAH PENGHASILAN BRUTO (1 S.D 7)
524,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:24:09,,,B-COM-03-IT-01,ACTIVE,BIAYA JABATAN ATAU BIAYA PENSIUN
489,TAX_TPL_SEGMENT,SYSTEM,2019-09-11 09:38:42,,,B,ACTIVE,RINCIAN PENGHASILAN DAN PERHITUNGAN PPh PASAL 21
488,TAX_TPL_SEGMENT,SYSTEM,2019-09-11 09:38:32,,,A,ACTIVE,IDENTITAS PENERIMAAN PENGHASILAN YANG DIPOTONG
490,TAX_TPL_COMPONENT_TYPE,SYSTEM,2019-09-11 09:43:09,,,TAXTPLCOMTYP-01,ACTIVE,CALCULATED
491,TAX_TPL_COMPONENT_TYPE,SYSTEM,2019-09-11 09:43:19,,,TAXTPLCOMTYP-02,ACTIVE,FILLED
492,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 09:44:22,,,TAXTPLSEG-01-COM-01,ACTIVE,NOMOR
493,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 09:44:38,,,TAXTPLSEG-01-COM-02,ACTIVE,MASA PEROLEHAN PENGHASILAN
494,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 09:45:03,,,TAXTPLSEG-02-COM-01,ACTIVE,NPWP PEMOTONG
495,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 09:45:20,,,TAXTPLSEG-02-COM-02,ACTIVE,NAMA PEMOTONG
496,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 09:45:52,,,A-COM-01,ACTIVE,NPWP
497,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 09:46:11,,,A-COM-02,ACTIVE,NIK/NO PASPOR
498,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 09:46:21,,,A-COM-03,ACTIVE,NAMA
499,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 09:46:39,,,A-COM-04,ACTIVE,ALAMAT
500,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 09:46:49,,,A-COM-05,ACTIVE,JENIS KELAMIN
501,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 09:47:21,,,A-COM-06,ACTIVE,STATUS/JUMLAH TANGGUNGAN KELUARGA UNTUK PTKP
502,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 09:47:44,,,A-COM-07,ACTIVE,NAMA JABATAN
503,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 09:47:57,,,A-COM-08,ACTIVE,KARYAWAN ASING
525,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:24:12,,,B-COM-03-IT-02,ACTIVE,IURAN PENSIUN ATAU IURAN THT/JHT
526,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:26:31,,,B-COM-03-IT-03,ACTIVE,JUMLAH PENGURANGAN (9 S.D 10)
22723,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STEKSP,ACTIVE,Staff Inventaris
530,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:29:24,,,B-COM-04-IT-04,ACTIVE,PENGHASILAN TIDAK KENA PAJAK (PTKP)
532,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:30:31,,,B-COM-04-IT-06,ACTIVE,PPh PASAL 21 ATAS PENGHASILAN KENA PAJAK SETAHUN/DISETAHUNKAN
533,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:30:56,,,B-COM-04-IT-07,ACTIVE,PPh PASAL 21 YANG TELAH DIPOTONG MASA SEBELUMNYA
534,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:31:10,,,B-COM-04-IT-08,ACTIVE,PPh PASAL 21 TERHUTANG
535,PAYROLL_TPL_COMPONENT_TYPE,SYSTEM,2019-09-11 10:37:56,,,PAYTPLCOMTYP-01,ACTIVE,PERCENTACE
536,PAYROLL_TPL_COMPONENT_TYPE,SYSTEM,2019-09-11 10:38:08,,,PAYTPLCOMTYP-02,ACTIVE,STANDARD
537,PAYROLL_TPL_SEGMENT,SYSTEM,2019-09-11 10:38:43,,,PAYTPLSEG-01,ACTIVE,TITLE
538,PAYROLL_TPL_SEGMENT,SYSTEM,2019-09-11 10:38:50,,,PAYTPLSEG-02,ACTIVE,HEADER
539,PAYROLL_TPL_SEGMENT,SYSTEM,2019-09-11 10:39:02,,,PAYTPLSEG-03,ACTIVE,PENERIMAAN
540,PAYROLL_TPL_SEGMENT,SYSTEM,2019-09-11 10:39:40,,,PAYTPLSEG-04,ACTIVE,POTONGAN
541,PAYROLL_TPL_SEGMENT,SYSTEM,2019-09-11 10:39:48,,,PAYTPLSEG-05,ACTIVE,BENEFIT
542,PAYROLL_TPL_SEGMENT,SYSTEM,2019-09-11 10:40:01,,,PAYTPLSEG-06,ACTIVE,FOOTER
543,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:40:54,,,PAYTPLSEG-03-COM-01,ACTIVE,BASIC SALARY
544,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:41:05,,,PAYTPLSEG-03-COM-02,ACTIVE,COP SUBSIDY
545,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:41:35,,,PAYTPLSEG-03-COM-03,ACTIVE,TUNJANGAN BPJS TK PENSIUN 2%
546,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:41:46,,,PAYTPLSEG-03-COM-04,ACTIVE,TUNJANGAN BPJS TK JKM 0.3%
547,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:42:45,,,PAYTPLSEG-03-COM-05,ACTIVE,TUNJANGAN BPJS TK JHT 3.7%
548,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:43:58,,,PAYTPLSEG-03-COM-06,ACTIVE,TUNJANGAN BPJS KESEHATAN 4%
528,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:27:18,SYSTEM,2019-11-05 02:24:48,B-COM-04-IT-02,ACTIVE,PENGHASILAN NETTO MASA SEBELUMNYA
527,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:26:59,SYSTEM,2019-11-05 02:24:54,B-COM-04-IT-01,ACTIVE,JUMLAH PENGHASILAN NETTO (8 - 11)
531,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:29:54,,,B-COM-04-IT-05,ACTIVE,PENGHASILAN KENA PAJAK SETAHUN/DISETAHUNKAN (16-17)
513,TAX_TPL_COMPONENT,SYSTEM,2019-09-11 10:12:45,,,B-COM-04,ACTIVE,PENGHITUNGAN PPh PASAL 21
482,TERMINATION_CATEGORY,SYSTEM,2019-09-03 10:32:39,SYSTEM,2020-03-13 17:39:10,TERTYP-002-TERCAT-002,INACTIVE,PEMUTUSAN KONTRAK
552,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:45:36,,,PAYTPLSEG-01-COM-02,ACTIVE,TELEPON
553,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:45:42,,,PAYTPLSEG-01-COM-03,ACTIVE,FAX
554,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:45:49,,,PAYTPLSEG-01-COM-04,ACTIVE,EMAIL
555,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:46:06,,,PAYTPLSEG-02-COM-01,ACTIVE,NAMA KARYAWAN
556,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:46:17,,,PAYTPLSEG-02-COM-02,ACTIVE,PERIODE
557,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:46:39,,,PAYTPLSEG-02-COM-03,ACTIVE,JABATAN
558,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:46:45,,,PAYTPLSEG-02-COM-04,ACTIVE,LEVEL
559,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:46:58,,,PAYTPLSEG-04-COM-01,ACTIVE,COP LOAN
560,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:49:47,,,PAYTPLSEG-04-COM-02,ACTIVE,POTONGAN BPJS TK JHT 2%
562,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:50:16,,,PAYTPLSEG-04-COM-04,ACTIVE,POTONGAN BPJS TK JKM 0.3%
563,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:50:32,,,PAYTPLSEG-04-COM-05,ACTIVE,POTONGAN BPJS TK PENSIUN 1%
564,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:50:39,,,PAYTPLSEG-04-COM-06,ACTIVE,POTONGAN BPJS TK PENSIUN 2%
566,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:51:07,,,PAYTPLSEG-04-COM-08,ACTIVE,POTONGAN BPJS TK JHT 3.7%
567,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:51:25,,,PAYTPLSEG-04-COM-09,ACTIVE,POTONGAN BPJS KESEHATAN 1%
568,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:51:46,,,PAYTPLSEG-04-COM-10,ACTIVE,TOTAL POTONGAN
569,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:52:04,,,PAYTPLSEG-05-COM-01,ACTIVE,BENEFIT 1
570,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:52:19,,,PAYTPLSEG-05-COM-02,ACTIVE,TOTAL BENEFIT
571,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:52:31,,,PAYTPLSEG-06-COM-01,ACTIVE,TOTAL GAJI BERSIH
573,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:52:54,,,PAYTPLSEG-06-COM-03,ACTIVE,DITERIMA OLEH
576,CORPORATE_TYPE,SYSTEM,2019-09-13 03:48:22,,,CORPTYP-002,ACTIVE,HO
22724,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STDRV,ACTIVE,Staff Umum Inventaris ATK
22725,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-001-SEKPER,ACTIVE,Sekretaris Perusahaan
22726,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOPER,ACTIVE,Executive Officer Admin Sekretaris Perusahaan & CSSR
22727,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOCSSR,ACTIVE,Senior Officer CSSR
22728,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STCSSR,ACTIVE,Staff CSSR
22729,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOASKP,ACTIVE,Senior Officer Admin Sekretaris Perusahaan
22730,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STASKP,ACTIVE,Staff Admin Sekretaris Perusahaan
22731,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOCCCM,ACTIVE,Executive Officer Corporate Communication
22732,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOCCM,ACTIVE,Senior Officer Corporate Communication
22733,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STFCCM,ACTIVE,Staff Corporate Communication
22734,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOADL,ACTIVE,Executive Officer Analisa & Laporan
22735,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOANLS,ACTIVE,Senior Officer Analisa & Pelaporan
22736,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STFANL,ACTIVE,Staff Analisa
22737,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STFPLP,ACTIVE,Staff Pelaporan
22738,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-003-DDSKAI,ACTIVE,Deputi Direktur SKAI
22739,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-003-WASKAI,ACTIVE,Wakil Deputi Direktur SKAI
561,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:50:00,Test-Update,2019-09-25 10:17:17,PAYTPLSEG-04-COM-03,ACTIVE,POTONGAN BPJS TK JKK 0.24%
595,TRAINING_LEVEL,SYSTEM,2019-09-19 10:11:03,,,TRAINLVL-001,ACTIVE,BASIC
596,TRAINING_LEVEL,SYSTEM,2019-09-19 10:11:31,,,TRAINLVL-002,ACTIVE,INTERMEDIATE
597,TRAINING_LEVEL,SYSTEM,2019-09-19 10:11:54,,,TRAINLVL-003,ACTIVE,ADVANCE
550,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:44:38,,,PAYTPLSEG-03-COM-08,ACTIVE,TOTAL PENERIMAAN
551,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:45:27,SYSTEM,2019-10-03 08:45:36,PAYTPLSEG-01-COM-01,ACTIVE,ALAMATS
618,TAX_TPL_SEGMENT,SYSTEM,2019-10-08 04:04:17,SYSTEM,2019-10-15 14:23:04,TAXTPLSEG-01,ACTIVE,TITLE
620,INTERVIEW_TYPE,SYSTEM,2019-10-17 03:01:25,,,INTERTYPE-001,ACTIVE,Interview User
611,EMPLOYEE_TYPE,SYSTEM,2019-10-01 05:04:10,SYSTEM,2019-10-01 22:55:27,EMPTYP-003,ACTIVE,OUTSOURCE
549,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:44:26,Test-Update,2019-09-25 09:25:40,PAYTPLSEG-03-COM-07,ACTIVE,TUNJANGAN BPJS TK JKK 0.24%
621,INTERVIEW_TYPE,SYSTEM,2019-10-17 03:01:37,,,INTERTYPE-002,ACTIVE,Interview IT Head
622,INTERVIEW_TYPE,SYSTEM,2019-10-17 03:01:50,,,INTERTYPE-003,ACTIVE,Interview HR
623,INTERVIEW_STATUS,SYSTEM,2019-10-17 03:02:19,,,INTERSTA-001,ACTIVE,INITATE
624,INTERVIEW_STATUS,SYSTEM,2019-10-17 03:02:28,,,INTERSTA-002,ACTIVE,PENDING
625,INTERVIEW_STATUS,SYSTEM,2019-10-17 03:02:37,,,INTERSTA-003,ACTIVE,DONE
626,PSIKOTEST_TYPE,SYSTEM,2019-10-17 03:03:20,,,PSYTYP-001,ACTIVE,TIKI
610,EMPLOYEE_TYPE,SYSTEM,2019-10-01 05:03:57,SYSTEM,2019-10-08 06:44:46,EMPTYP-002,ACTIVE,KONTRAK
601,PENSION_TYPE,SYSTEM,2019-09-25 03:21:53,TEST-Hapus,2019-05-24 14:06:00,PENTYP-001,ACTIVE,PENSION TYPE 1
608,EMPLOYEE_STATUS,SYSTEM,2019-10-01 04:56:29,,,EMPSTA-003,ACTIVE,ACTIVATED
609,EMPLOYEE_TYPE,SYSTEM,2019-10-01 05:03:43,,,EMPTYP-001,ACTIVE,PERMANENT
628,PSIKOTEST_TYPE,SYSTEM,2019-10-17 03:03:42,,,PSYTYP-003,ACTIVE,PAULI
629,PSIKOTEST_TYPE,SYSTEM,2019-10-17 03:03:52,,,PSYTYP-004,ACTIVE,DISC
627,PSIKOTEST_TYPE,SYSTEM,2019-10-17 03:03:28,,,PSYTYP-002,ACTIVE,PAPI KOSTICK
630,PSIKOTEST_STATUS,SYSTEM,2019-10-17 03:04:49,,,PSYSTA-001,ACTIVE,INITIATE
631,PSIKOTEST_STATUS,SYSTEM,2019-10-17 03:04:57,,,PSYSTA-002,ACTIVE,PENDING
632,PSIKOTEST_STATUS,SYSTEM,2019-10-17 03:05:06,,,PSYSTA-003,ACTIVE,DONE
565,PAYROLL_TPL_COMPONENT,SYSTEM,2019-09-11 10:50:56,,,PAYTPLSEG-04-COM-07,ACTIVE,POTONGAN BPJS TK KESEHATAN 4%
575,CORPORATE_TYPE,SYSTEM,2019-09-13 03:48:16,,,CORPTYP-KPO,ACTIVE,KPO
22740,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOSKAK,ACTIVE,Executive Officer SKAI Kredit
633,INTERVIEW_STATUS,SYSTEM,2019-10-22 19:40:45,SYSTEM,2019-10-22 19:47:17,USER INTERVIEW,INACTIVE,ON PROGRESS
22741,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSKAK,ACTIVE,Senior Officer SKAI Kredit
634,PSIKOTEST_TYPE,SYSTEM,2019-10-23 05:25:54,SYSTEM,2019-10-23 05:28:19,PSYSTA-200,INACTIVE,KRAPELLIN
635,RECRUITMENT_TYPE,SYSTEM,2019-10-23 09:11:00,,,RECTYP-003,ACTIVE,INTERNAL
636,PSIKOTEST_STATUS,SYSTEM,2019-10-23 17:05:00,SYSTEM,2019-10-23 17:06:33,ASSSS,INACTIVE,aaaa
22742,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSKAK,ACTIVE,Staff SKAI Kredit
638,RECRUITMENT_TYPE,SYSTEM,2019-10-24 06:12:24,SYSTEM,2019-10-24 06:18:34,RECTEST-0000,INACTIVE,TESTING
637,RECRUITMENT_TYPE,SYSTEM,2019-10-23 17:43:35,SYSTEM,2019-10-25 09:45:55,REC_TEST,INACTIVE,TEST 
662,EDUCATION_DEPARTMENT,SYSTEM,2019-11-04 15:37:59,SYSTEM,2019-11-04 15:42:02,TESTINGSLIDEPAGE,INACTIVE,TES1213
639,PSIKOTEST_TYPE,SYSTEM,2019-10-24 17:52:45,SYSTEM,2019-10-25 09:46:34,PSYTYP-005,ACTIVE,KRAPELLIN
657,EDUCATION_DEPARTMENT,SYSTEM,2019-11-04 15:04:42,SYSTEM,2019-11-04 15:49:01,EDUDEP-014,INACTIVE,ASTRONOMI
668,EDUCATION_DEPARTMENT,SYSTEM,2019-11-06 10:24:04,SYSTEM,2019-11-18 08:34:32,EC,ACTIVE,ECONOMICS
640,TERMINATION_CATEGORY,SYSTEM,2019-10-28 09:11:52,SYSTEM,2019-10-28 11:47:00,TERTYP-001-TERCAT-100,INACTIVE,TIDAK ADA KETERANGAN
641,RECRUITMENT_TYPE,SYSTEM,2019-10-28 22:52:40,SYSTEM,2019-10-28 23:55:38,RECT,INACTIVE,REC-010
642,FACILITY_TYPE,SYSTEM,2019-10-29 09:39:03,,,FACTYP-003,ACTIVE,ATK
643,FACILITY_CATEGORY,SYSTEM,2019-10-29 09:39:03,,,FACTYP-003-FACCAT-001,ACTIVE,LAPTOP
22743,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOSKAO,ACTIVE,Executive Officer SKAI Operasi
645,EMPLOYEE_TYPE,SYSTEM,2019-10-29 09:18:48,SYSTEM,2019-10-29 03:46:02,EMPTYP-004,ACTIVE,PROBATION
22744,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSKAO,ACTIVE,Senior Officer SKAI Operasi
619,COMPENSATION_TYPE,SYSTEM,2019-10-14 09:39:46,,,COMPTYPE-001,ACTIVE,Rawat Jalan
647,FACILITY_CATEGORY,SYSTEM,2019-10-31 08:03:59,,,FACTYP-003-FACCAT-002,ACTIVE,MEJA KERJA
648,FACILITY_CATEGORY,SYSTEM,2019-10-31 08:03:59,,,FACTYP-003-FACCAT-003,ACTIVE,LOKER KARYAWAN
22745,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSKAO,ACTIVE,Staff SKAI Operasi
529,TAX_TPL_COMPONENT_ITEM,SYSTEM,2019-09-11 10:28:57,SYSTEM,2019-11-05 02:24:32,B-COM-04-IT-03,ACTIVE,JUMLAH PENGHASILAN NETTO UNTUK PERHITUNGAN PPh PASAL 21 (SETAHUN/DISETAHUNKAN)
653,EMPLOYEE_STATUS,SYSTEM,2019-11-04 09:52:15,SYSTEM,2019-11-05 05:27:00,EMP-010,INACTIVE,DIREKSI
22746,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOSKAE,ACTIVE,Executive Officer SKAI EDP - IT
379,TAX_PPH21_INCOME_TYPE,SYSTEM,2019-08-22 07:47:06,SYSTEM,2019-11-05 02:26:24,TAINCAT-004-TAINTYP-002,ACTIVE,PENGHASILAN NETTO MASA SEBELUMNYA
646,EMPLOYEE_STATUS,SYSTEM,2019-10-29 09:18:48,SYSTEM,2019-10-29 03:47:55,EMPYST-020,INACTIVE,CONTRACT
22747,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSKAE,ACTIVE,Senior Officer SKAI EDP - IT
22748,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSKAE,ACTIVE,Staff SKAI EDP - IT
652,PSIKOTEST_STATUS,SYSTEM,2019-11-04 09:35:28,SYSTEM,2019-11-04 09:47:11,PSYSTA-100,INACTIVE,LULUS BERSYARAT
22749,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-001-SSCDRR,ACTIVE,Direktur Credit Recovery
664,EDUCATION_DEPARTMENT,SYSTEM,2019-11-05 09:14:40,SYSTEM,2019-11-05 09:27:39,CH,INACTIVE,hcss
665,FACILITY_CATEGORY,SYSTEM,2019-11-05 14:15:01,,,FACTYP-001-FACCAT-001,ACTIVE,ID CARD
22750,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-003-DDSAMR,ACTIVE,Deputi Direktur SAM & Remedial
656,EDUCATION_DEPARTMENT,SYSTEM,2019-11-04 15:04:42,SYSTEM,2019-11-18 08:33:26,EDUDEP-013,ACTIVE,MATHEMATICS
666,APPRECIATION_TYPE,SYSTEM,2019-11-05 14:15:01,,,APPREC-003,ACTIVE,INTERPERSONAL
22751,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EORMNL,ACTIVE,Executive Officer Remedial & Litigasi
667,APPRECIATION_TYPE,SYSTEM,2019-11-05 14:15:01,,,APPREC-004,ACTIVE,PROMOSI
22752,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SORMNL,ACTIVE,Senior Officer KUR Collection
673,FACILITY_CATEGORY,SYSTEM,2019-11-06 10:24:04,,,FACTYP-01,ACTIVE,RUMAH DINAS
674,FACILITY_CATEGORY,SYSTEM,2019-11-06 10:24:04,,,FACTYP-02,ACTIVE,MOBIL DINAS
675,FACILITY_CATEGORY,SYSTEM,2019-11-06 10:24:04,,,FACTYP-03,ACTIVE,UANG MAKAN
669,EDUCATION_DEPARTMENT,SYSTEM,2019-11-06 10:24:04,SYSTEM,2019-11-18 08:36:15,JRS-1,ACTIVE,SCIENCE
677,APPRECIATION_TYPE,SYSTEM,2019-11-07 09:35:15,SYSTEM,2019-11-07 09:39:05,Y,INACTIVE,y
682,EDUCATION_DEPARTMENT,SYSTEM,2019-11-11 07:05:48,SYSTEM,2019-11-11 09:32:18,J,INACTIVE,JD
686,EDUCATION_DEPARTMENT,SYSTEM,2019-11-15 09:42:39,SYSTEM,2019-11-15 09:49:47,O,INACTIVE,ko1
687,FACILITY_CATEGORY,SYSTEM,2019-11-15 09:42:39,,,FACTYP-003-FACCAT-004,ACTIVE,PERSONAL COMPUTER
690,APPRECIATION_TYPE,SYSTEM,2019-11-18 05:07:20,SYSTEM,2019-11-18 05:48:04,F,INACTIVE,ff
689,FACILITY_CATEGORY,SYSTEM,2019-11-15 09:42:39,SYSTEM,2019-11-18 10:44:21,FACTYP-003-FACCAT-005,ACTIVE,BINDEX
691,BANK,SYSTEM,2019-11-18 10:43:58,SYSTEM,2019-11-18 10:55:26,BANK-005,ACTIVE,PT. Bank Negara Indonesia (Persero) Tbk
693,BANK,SYSTEM,2019-11-18 10:43:58,SYSTEM,2019-11-18 17:55:11,BANK-007,ACTIVE,PT. Bank CIMB Niaga Tbk
334,BANK,SYSTEM,2019-08-19 08:21:28,SYSTEM,2019-08-22 17:22:26,BANK-003,ACTIVE,PT. Bank Danamon Indonesia Tbk
663,EDUCATION_DEPARTMENT,SYSTEM,2019-11-04 15:04:42,SYSTEM,2019-11-18 08:23:21,EDUDEP-019,ACTIVE,TELECOMMUNICATIONS ENGINEERING
40,EDUCATION_DEPARTMENT,SYSTEM,2019-06-26 16:40:24,SYSTEM,2019-06-27 06:40:24,EDUDEP-003,ACTIVE,INFORMATICS ENGINEERING
660,EDUCATION_DEPARTMENT,SYSTEM,2019-11-04 15:04:42,SYSTEM,2019-11-18 08:30:05,EDUDEP-017,ACTIVE,VISUAL COMMUNICATION DESIGN
661,EDUCATION_DEPARTMENT,SYSTEM,2019-11-04 15:04:42,SYSTEM,2019-11-18 08:30:21,EDUDEP-018,ACTIVE,INTERIOR DESIGN
659,EDUCATION_DEPARTMENT,SYSTEM,2019-11-04 15:04:42,SYSTEM,2019-11-04 15:38:10,EDUDEP-016,ACTIVE,PRODUCT DESIGN
655,EDUCATION_DEPARTMENT,SYSTEM,2019-11-04 15:04:42,SYSTEM,2019-11-18 08:33:46,EDUDEP-012,ACTIVE,CHEMISTRY
654,EDUCATION_DEPARTMENT,SYSTEM,2019-11-04 15:04:42,SYSTEM,2019-11-18 08:33:56,EDUDEP-011,ACTIVE,BIOLOGY
658,EDUCATION_DEPARTMENT,SYSTEM,2019-11-04 15:04:42,SYSTEM,2019-11-04 16:40:23,EDUDEP-015,ACTIVE,METEROLOGY
670,EDUCATION_DEPARTMENT,SYSTEM,2019-11-06 10:24:04,SYSTEM,2019-11-18 08:36:26,JRS-2,ACTIVE,SOCIAL
692,BANK,SYSTEM,2019-11-18 10:43:58,SYSTEM,2019-11-18 10:55:50,BANK-006,ACTIVE,PT. Bank Tabungan Pensiunan Nasional Tbk
