"id","esemail","esid","esname","essubcoid","estelpnumber","estype","eswebsite","createdby","createddate","modifiedby","modifieddate","esstatus","orglegaldocument","orgstructuretpl","parent","pic","bankaccounts","esnpwpnumber","taxoffice"
198,co_secretary@ag.co.id,ES-1580470314397,Bank Artha Graha Samarinda (KC),SUBCO-158047031439754,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-01-31 18:17:25,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580811003276"",""orgStructureTPLName"":""KC Samarinda - KALTIM"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580811003276"",""orgStructureSKNumber"":""KC Samarinda - KALTIM"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580808471225""}]",ES-1580456121025,,,,
170,co_secretary@ag.co.id,ES-1580463106031,Bank Artha Graha Cempaka Putih (KCP),SUBCO-158046310603246,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:31:15,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580892366420"",""orgStructureTPLName"":""KCP Cempaka Putih - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580892366420"",""orgStructureSKNumber"":""KCP Cempaka Putih - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580543919682""}]",ES-1580462865944,,,,
244,co_secretary@ag.co.id,ES-1580708106435,Bank Artha Graha Diponegoro Bali (KC),SUBCO-158070810643506,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","","534C2BC2",2020-02-03 11:38:24,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580892968423"",""orgStructureTPLName"":""KC Diponegoro - BALI"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580892968423"",""orgStructureSKNumber"":""KC Diponegoro - BALI"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580540606788""}]",ES-1580456121025,,,,
240,co_secretary@ag.co.id,ES-1580516211785,Bank Artha Graha Pasar Atom Surabaya (KCP),SUBCO-158051621178551,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 07:14:35,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580730744224"",""orgStructureTPLName"":""KCP Pasar Atom - SBY"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580730744225"",""orgStructureSKNumber"":""KCP Pasar Atom - SBY"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580544062457""}]",ES-1580515856877,,,,
216,co_secretary@ag.co.id,ES-1580514609579,Bank Arrtha Graha Batam (KC),SUBCO-158051460957909,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 06:44:50,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580896011238"",""orgStructureTPLName"":""KC Batam                        "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580896011238"",""orgStructureSKNumber"":""KC Batam                        "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580537453270""}]",ES-1580456121025,,,,
214,co_secretary@ag.co.id,ES-1580514480099,Bank Artha Graha Riau Pekanbaru (KCP),SUBCO-158051448009900,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 06:44:50,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580892625096"",""orgStructureTPLName"":""KCP Riau - PBR                  "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580892625096"",""orgStructureSKNumber"":""KCP Riau - PBR     "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580789190227""}]",ES-1580514428573,,,,
217,co_secretary@ag.co.id,ES-1580514658441,Bank Artha Graha Mahkota Batam Center (KCP),SUBCO-158051465844258,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 06:44:50,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580897124449"",""orgStructureTPLName"":""KCP Mahkota Batam Center - BTM"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580897124449"",""orgStructureSKNumber"":""KCP Mahkota Batam Center - BTM"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580537704363""}]",ES-1580514609579,,,,
211,co_secretary@ag.co.id,ES-1580514239028,Bank Artha Graha Jambi (KC),SUBCO-158051423902859,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 06:39:40,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580893558016"",""orgStructureTPLName"":""KC Jambi "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580893558016"",""orgStructureSKNumber"":""KC Jambi "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580541490664""}]",ES-1580456121025,,,,
204,co_secretary@ag.co.id,ES-1580512312888,Bank Artha Graha Asia Medan (KCP),SUBCO-158051231288852,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 06:04:56,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580894601220"",""orgStructureTPLName"":""KCP Asia - MDN                  "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580894601221"",""orgStructureSKNumber"":""KCP Asia - MDN     "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580536754573""}]",ES-1580470886808,,,,
190,co_secretary@ag.co.id,ES-1580469735480,Bank Artha Graha Ahmad Yani Makasar (KC),SUBCO-158046973548015,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-01-31 18:17:25,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580894198313"",""orgStructureTPLName"":""KC Achmad Yani - MKS "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580894198313"",""orgStructureSKNumber"":""KC Achmad Yani - MKS "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580544425346""}]",ES-1580456121025,,,,
185,co_secretary@ag.co.id,ES-1580468926356,Bank Artha Graha Kupang (KC),SUBCO-158046892635646,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 18:07:41,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580893802033"",""orgStructureTPLName"":""KC Kupang"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580893802033"",""orgStructureSKNumber"":""KC Kupang"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580543371724""}]",ES-1580456121025,,,,
180,co_secretary@ag.co.id,ES-1580463935857,Bank Artha Graha Diponegoro Ambon (KC),SUBCO-158046393585735,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:31:15,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580892709783"",""orgStructureTPLName"":""KC Diponegoro - AMBON"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580892709783"",""orgStructureSKNumber"":""KC Diponegoro - AMBON"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580537841885""}]",ES-1580456121025,,,,
173,co_secretary@ag.co.id,ES-1580463610452,Bank Artha Graha Tanah Abang (KCP),SUBCO-158046361045210,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:31:15,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580723936805"",""orgStructureTPLName"":""KCP Tanah Abang - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580723936805"",""orgStructureSKNumber"":""KCP Tanah Abang - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580537784173""}]",ES-1580463140829,,,,
174,co_secretary@ag.co.id,ES-1580463640069,Bank Artha Graha Mitra (KCP),SUBCO-158046364006940,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:31:15,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580890757858"",""orgStructureTPLName"":""KCP Mitra - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580890757858"",""orgStructureSKNumber"":""KCP Mitra - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580470463316""}]",ES-1580463140829,,,,
166,co_secretary@ag.co.id,ES-1580462902021,Bank Artha Graha Rawamangun (KCP),SUBCO-158046290202122,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:25:05,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580892259232"",""orgStructureTPLName"":"" KCP Rawamangun - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580892259232"",""orgStructureSKNumber"":"" KCP Rawamangun - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580517204259""}]",ES-1580462865944,,,,
147,co_secretary@ag.co.id,ES-1580461734292,Bank Artha Graha Cipulir (KCP),SUBCO-158046173429254,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:02:40,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580728604045"",""orgStructureTPLName"":""KCP Cipulir - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580728604045"",""orgStructureSKNumber"":""KCP Cipulir - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580641038179""}]",ES-1580461672129,,,,
150,co_secretary@ag.co.id,ES-1580461823642,Bank Artha Graha Bumi Serpong Damai (KCP),SUBCO-158046182364223,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:02:40,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580729090811"",""orgStructureTPLName"":""KCP Bumi Serpong Damai - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580729090811"",""orgStructureSKNumber"":""KCP Bumi Serpong Damai - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580702210025""}]",ES-1580461672129,,,,
154,co_secretary@ag.co.id,ES-1580461945526,Bank Artha Graha Ciputat (KK),SUBCO-158046194552625,"021","{""bizparKey"":""KK"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Kas"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:44:06""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:02:40,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580728748547"",""orgStructureTPLName"":""KK Ciputat - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580728748547"",""orgStructureSKNumber"":""KK Ciputat - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580702685984""}]",ES-1580461672129,,,,
140,co_secretary@ag.co.id,ES-1580461372957,Bank Artha Graha Pantai Indah Kapuk (KCP),SUBCO-158046137295752,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:02:40,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580896712186"",""orgStructureTPLName"":""KCP Pantai Indah Kapuk - JKT    "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580896712187"",""orgStructureSKNumber"":""KCP Pantai Indah Kapuk - JKT    "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580540528619""}]",ES-1580460590693,,,,
139,co_secretary@ag.co.id,ES-1580461160406,Bank Artha Graha Pluit (KCP),SUBCO-158046116040620,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 15:59:02,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580724258164"",""orgStructureTPLName"":""KCP Pluit - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580724258164"",""orgStructureSKNumber"":""KCP Pluit - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580540553061""}]",ES-1580460590693,,,,
128,co_secretary@ag.co.id,ES-1580460318958,Bank Artha Graha Kopi (KCP),SUBCO-158046031895818,"0216900161","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 15:44:37,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580727414735"",""orgStructureTPLName"":""KCP Kopi - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580727414735"",""orgStructureSKNumber"":""KCP Kopi - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580542808048""}]",ES-1580457941725,,,,
227,co_secretary@ag.co.id,ES-1580515194203,Bank Artha Graha Kartini Cirebon (KC),SUBCO-158051519420354,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 06:44:50,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580893082032"",""orgStructureTPLName"":""KC Kartini - CRB"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580893082032"",""orgStructureSKNumber"":""KC Kartini - CRB"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580540759174""}]",ES-1580456121025,,,,
229,co_secretary@ag.co.id,ES-1580515277555,Bank Artha Graha Suryanegara Cirebon (KCP),SUBCO-158051527755517,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 06:44:50,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580893269737"",""orgStructureTPLName"":""KCP Suryanegara - CRB"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580893269737"",""orgStructureSKNumber"":""KCP Suryanegara - CRB"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580541186267""}]",ES-1580515194203,,,,
207,co_secretary@ag.co.id,ES-1580514001192,Bank Artha Graha Manado Mall (KCP),SUBCO-158051400119201,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 06:39:40,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580894630143"",""orgStructureTPLName"":""KCP Manado Mall - MND"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580894630143"",""orgStructureSKNumber"":""KCP Manado Mall - MND"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580546175701""}]",ES-1580513878199,,,,
210,co_secretary@ag.co.id,ES-1580514184101,Bank Artha Graha Sayangan Palembang (KCP),SUBCO-158051418410104,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 06:39:40,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580894241620"",""orgStructureTPLName"":""KCP Palembang Sayangan          "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580894241621"",""orgStructureSKNumber"":""KCP Palembang Sayangan         "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580788167345""}]",ES-1580514113846,,,,
199,co_secretary@ag.co.id,ES-1580470853916,Bank Artha Graha Berau (KCP),SUBCO-158047085391753,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-01-31 18:17:25,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580807049778"",""orgStructureTPLName"":""KCP Berau - KALTIM"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580807049778"",""orgStructureSKNumber"":""KCP Berau - KALTIM"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580804746429""}]",ES-1580470314397,,,,
