"id","roleid","createdby","createddate","modifiedby","modifieddate","userroleid","userrolestatus","userid"
31431,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:21,,,"8345R_MOBILE_BIODATA",ACTIVE,"730A6F89"
31432,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:21,,,D1F3R_MOBILE_ATTENDANCE,ACTIVE,"730A6F89"
30872,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:07,,,E46ER_MOBILE_BIODATA,ACTIVE,"81A5E809"
30873,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:07,,,"5137R_WEB_ACCESS",ACTIVE,"81A5E809"
30874,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:07,,,C09ER_MOBILE_ACCESS,ACTIVE,"81A5E809"
30875,R_WEB_ESS,SYSTEM,2020-11-02 05:58:07,,,"9BDBR_WEB_ESS",ACTIVE,"81A5E809"
30877,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:07,,,"3A70R_MOBILE_ATTENDANCE",ACTIVE,"81A5E809"
30878,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:07,,,"61E3R_MOBILE_ABSENCE_POINT",ACTIVE,"81A5E809"
30896,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:08,,,FAA1R_WEB_ACCESS,ACTIVE,B453B185
30897,R_WEB_ESS,SYSTEM,2020-11-02 05:58:08,,,"42DFR_WEB_ESS",ACTIVE,B453B185
30898,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:08,,,AA6AR_MOBILE_ACCESS,ACTIVE,B453B185
30899,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:08,,,"1D59R_MOBILE_BIODATA",ACTIVE,B453B185
30900,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:08,,,"7F3BR_MOBILE_ATTENDANCE",ACTIVE,B453B185
30901,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:08,,,D3CFR_MOBILE_ABSENCE_POINT,ACTIVE,B453B185
30913,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:08,,,"1DB8R_MOBILE_ACCESS",ACTIVE,"6F67148F"
30914,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:08,,,C841R_MOBILE_ATTENDANCE,ACTIVE,"6F67148F"
30915,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:08,,,F2A6R_MOBILE_BIODATA,ACTIVE,"6F67148F"
30916,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:08,,,"9F31R_MOBILE_ABSENCE_POINT",ACTIVE,"6F67148F"
30917,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:08,,,"7462R_WEB_ACCESS",ACTIVE,"6F67148F"
30918,R_WEB_ESS,SYSTEM,2020-11-02 05:58:08,,,EC16R_WEB_ESS,ACTIVE,"6F67148F"
30920,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:08,,,"9568R_MOBILE_ACCESS",ACTIVE,F2EBF9E8
30921,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:08,,,"128AR_MOBILE_BIODATA",ACTIVE,F2EBF9E8
30922,R_WEB_ESS,SYSTEM,2020-11-02 05:58:08,,,E21FR_WEB_ESS,ACTIVE,F2EBF9E8
30924,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:08,,,"111FR_MOBILE_ATTENDANCE",ACTIVE,F2EBF9E8
30926,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:08,,,D20DR_WEB_ACCESS,ACTIVE,F2EBF9E8
30931,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:08,,,DA72R_MOBILE_ABSENCE_POINT,ACTIVE,F2EBF9E8
30944,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:08,,,"24DAR_MOBILE_ACCESS",ACTIVE,"83C9FFA6"
30945,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:08,,,"7A9AR_MOBILE_ABSENCE_POINT",ACTIVE,"83C9FFA6"
30946,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:08,,,"1F90R_MOBILE_BIODATA",ACTIVE,"83C9FFA6"
30947,R_WEB_ESS,SYSTEM,2020-11-02 05:58:08,,,EAF5R_WEB_ESS,ACTIVE,"83C9FFA6"
30949,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:08,,,D743R_MOBILE_ATTENDANCE,ACTIVE,"83C9FFA6"
30950,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:08,,,BDB7R_WEB_ACCESS,ACTIVE,"83C9FFA6"
30952,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:08,,,CFC0R_MOBILE_BIODATA,ACTIVE,"8ECA9150"
30953,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:08,,,CF16R_WEB_ACCESS,ACTIVE,"8ECA9150"
30955,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:08,,,F773R_MOBILE_ACCESS,ACTIVE,"8ECA9150"
30956,R_WEB_ESS,SYSTEM,2020-11-02 05:58:08,,,"8356R_WEB_ESS",ACTIVE,"8ECA9150"
30957,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:08,,,D877R_MOBILE_ATTENDANCE,ACTIVE,"8ECA9150"
30958,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:08,,,D088R_MOBILE_ABSENCE_POINT,ACTIVE,"8ECA9150"
30977,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:09,,,D767R_MOBILE_ATTENDANCE,ACTIVE,"196C38BE"
30978,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:09,,,"5F53R_MOBILE_ACCESS",ACTIVE,"196C38BE"
30979,R_WEB_ESS,SYSTEM,2020-11-02 05:58:09,,,"6F39R_WEB_ESS",ACTIVE,"196C38BE"
30980,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:09,,,DF6DR_MOBILE_BIODATA,ACTIVE,"196C38BE"
30981,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:09,,,"7F74R_MOBILE_ABSENCE_POINT",ACTIVE,"196C38BE"
30982,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:09,,,"8DEDR_WEB_ACCESS",ACTIVE,"196C38BE"
30985,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:09,,,"6A11R_MOBILE_BIODATA",ACTIVE,E1E2E58F
30986,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:09,,,"8291R_MOBILE_ATTENDANCE",ACTIVE,E1E2E58F
30987,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:09,,,"6EDBR_MOBILE_ABSENCE_POINT",ACTIVE,E1E2E58F
30988,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:09,,,"256CR_MOBILE_ACCESS",ACTIVE,E1E2E58F
31410,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:20,,,"45B0R_MOBILE_ABSENCE_POINT",ACTIVE,"5F147761"
31411,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:20,,,"8310R_MOBILE_BIODATA",ACTIVE,"5F147761"
31412,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:20,,,"1036R_MOBILE_ATTENDANCE",ACTIVE,"5F147761"
31414,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:20,,,F58BR_MOBILE_ACCESS,ACTIVE,"5F147761"
31415,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:20,,,B2E6R_WEB_ACCESS,ACTIVE,"5F147761"
31416,R_WEB_ESS,SYSTEM,2020-11-02 05:58:20,,,"4D34R_WEB_ESS",ACTIVE,"5F147761"
30964,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:09,,,"9A00R_MOBILE_ABSENCE_POINT",ACTIVE,"60108E8A"
30965,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:09,,,FE2CR_MOBILE_ATTENDANCE,ACTIVE,"60108E8A"
30966,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:09,,,ED2DR_MOBILE_ACCESS,ACTIVE,"60108E8A"
30968,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:09,,,"785CR_MOBILE_ACCESS",ACTIVE,"656DF6B9"
30969,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:09,,,E6D4R_MOBILE_ATTENDANCE,ACTIVE,"656DF6B9"
30970,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:09,,,A9F8R_MOBILE_BIODATA,ACTIVE,"656DF6B9"
30972,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:09,,,"7905R_WEB_ACCESS",ACTIVE,"656DF6B9"
30973,R_WEB_ESS,SYSTEM,2020-11-02 05:58:09,,,CB21R_WEB_ESS,ACTIVE,"656DF6B9"
30974,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:09,,,"13C8R_MOBILE_ABSENCE_POINT",ACTIVE,"656DF6B9"
30993,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:09,,,"266AR_MOBILE_BIODATA",ACTIVE,EA2BB464
30994,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:09,,,A805R_MOBILE_ACCESS,ACTIVE,EA2BB464
30995,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:09,,,"9A8FR_MOBILE_ABSENCE_POINT",ACTIVE,EA2BB464
30996,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:09,,,"0665R_WEB_ACCESS",ACTIVE,EA2BB464
30997,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:09,,,AB85R_MOBILE_ATTENDANCE,ACTIVE,EA2BB464
30998,R_WEB_ESS,SYSTEM,2020-11-02 05:58:09,,,"75BFR_WEB_ESS",ACTIVE,EA2BB464
31000,R_WEB_ESS,SYSTEM,2020-11-02 05:58:09,,,"75A5R_WEB_ESS",ACTIVE,"8DE37A0A"
31001,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:09,,,EBF2R_MOBILE_BIODATA,ACTIVE,"8DE37A0A"
31002,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:09,,,B54FR_MOBILE_ACCESS,ACTIVE,"8DE37A0A"
31003,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:09,,,"371ER_MOBILE_ATTENDANCE",ACTIVE,"8DE37A0A"
31004,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:09,,,AA63R_WEB_ACCESS,ACTIVE,"8DE37A0A"
31005,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:09,,,"1C6AR_MOBILE_ABSENCE_POINT",ACTIVE,"8DE37A0A"
31015,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:10,,,"2E61R_MOBILE_BIODATA",ACTIVE,"8D9473ED"
31016,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:10,,,F03ER_WEB_ACCESS,ACTIVE,"8D9473ED"
31017,R_WEB_ESS,SYSTEM,2020-11-02 05:58:10,,,BC73R_WEB_ESS,ACTIVE,"8D9473ED"
31018,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:10,,,"65C0R_MOBILE_ATTENDANCE",ACTIVE,"8D9473ED"
31019,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:10,,,"28FDR_MOBILE_ABSENCE_POINT",ACTIVE,"8D9473ED"
31020,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:10,,,"7E53R_MOBILE_ACCESS",ACTIVE,"8D9473ED"
31024,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:10,,,"631AR_MOBILE_ABSENCE_POINT",ACTIVE,"30EB4DD4"
31025,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:10,,,"4938R_MOBILE_BIODATA",ACTIVE,"30EB4DD4"
31026,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:10,,,B1D3R_MOBILE_ATTENDANCE,ACTIVE,"30EB4DD4"
31027,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:10,,,"1360R_WEB_ACCESS",ACTIVE,"30EB4DD4"
31028,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:10,,,B855R_MOBILE_ACCESS,ACTIVE,"30EB4DD4"
31029,R_WEB_ESS,SYSTEM,2020-11-02 05:58:10,,,"7B23R_WEB_ESS",ACTIVE,"30EB4DD4"
31047,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:10,,,D2A5R_MOBILE_ACCESS,ACTIVE,AC79BB4F
31048,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:10,,,"35FBR_MOBILE_ATTENDANCE",ACTIVE,AC79BB4F
31050,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:10,,,"812BR_MOBILE_ABSENCE_POINT",ACTIVE,AC79BB4F
31051,R_WEB_ESS,SYSTEM,2020-11-02 05:58:10,,,"460BR_WEB_ESS",ACTIVE,AC79BB4F
31052,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:10,,,"51EBR_MOBILE_BIODATA",ACTIVE,AC79BB4F
31053,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:10,,,"790AR_WEB_ACCESS",ACTIVE,AC79BB4F
31063,R_WEB_ESS,SYSTEM,2020-11-02 05:58:11,,,"8EBDR_WEB_ESS",ACTIVE,E67C97EA
31064,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:11,,,FB0FR_MOBILE_BIODATA,ACTIVE,E67C97EA
31066,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:11,,,BA2DR_MOBILE_ABSENCE_POINT,ACTIVE,E67C97EA
31067,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:11,,,"369BR_WEB_ACCESS",ACTIVE,E67C97EA
31068,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:11,,,"0D0FR_MOBILE_ATTENDANCE",ACTIVE,E67C97EA
31069,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:11,,,"61D7R_MOBILE_ACCESS",ACTIVE,E67C97EA
31434,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:21,,,FFAAR_MOBILE_ACCESS,ACTIVE,B902754B
31436,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:21,,,"7ECDR_WEB_ACCESS",ACTIVE,B902754B
31437,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:21,,,"5310R_MOBILE_ATTENDANCE",ACTIVE,B902754B
31071,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:11,,,"7B9DR_WEB_ACCESS",ACTIVE,B49F4AB9
31072,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:11,,,"3DB6R_MOBILE_BIODATA",ACTIVE,B49F4AB9
31438,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:21,,,"06B4R_MOBILE_ABSENCE_POINT",ACTIVE,B902754B
31439,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:21,,,C912R_MOBILE_BIODATA,ACTIVE,B902754B
31440,R_WEB_ESS,SYSTEM,2020-11-02 05:58:21,,,"8A06R_WEB_ESS",ACTIVE,B902754B
30989,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:09,,,"7E24R_WEB_ACCESS",ACTIVE,E1E2E58F
30990,R_WEB_ESS,SYSTEM,2020-11-02 05:58:09,,,F8EBR_WEB_ESS,ACTIVE,E1E2E58F
31032,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:10,,,"2173R_MOBILE_ATTENDANCE",ACTIVE,"386AF453"
31033,R_WEB_ESS,SYSTEM,2020-11-02 05:58:10,,,"043CR_WEB_ESS",ACTIVE,"386AF453"
31034,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:10,,,"657FR_MOBILE_BIODATA",ACTIVE,"386AF453"
31035,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:10,,,"5C65R_MOBILE_ABSENCE_POINT",ACTIVE,"386AF453"
31036,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:10,,,CD4DR_WEB_ACCESS,ACTIVE,"386AF453"
31037,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:10,,,"8D68R_MOBILE_ACCESS",ACTIVE,"386AF453"
31039,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:10,,,"202CR_MOBILE_ATTENDANCE",ACTIVE,AD4999A7
31041,R_WEB_ESS,SYSTEM,2020-11-02 05:58:10,,,"2287R_WEB_ESS",ACTIVE,AD4999A7
31042,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:10,,,F288R_WEB_ACCESS,ACTIVE,AD4999A7
31043,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:10,,,"9AA6R_MOBILE_ACCESS",ACTIVE,AD4999A7
31044,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:10,,,D237R_MOBILE_BIODATA,ACTIVE,AD4999A7
31045,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:10,,,A29BR_MOBILE_ABSENCE_POINT,ACTIVE,AD4999A7
31055,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:11,,,B67CR_WEB_ACCESS,ACTIVE,"380D64A5"
31056,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:11,,,"2CDER_MOBILE_BIODATA",ACTIVE,"380D64A5"
31057,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:11,,,FF1ER_MOBILE_ACCESS,ACTIVE,"380D64A5"
31059,R_WEB_ESS,SYSTEM,2020-11-02 05:58:11,,,"241ER_WEB_ESS",ACTIVE,"380D64A5"
31060,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:11,,,"4FF1R_MOBILE_ATTENDANCE",ACTIVE,"380D64A5"
31061,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:11,,,"2927R_MOBILE_ABSENCE_POINT",ACTIVE,"380D64A5"
31087,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:11,,,"514ER_MOBILE_ABSENCE_POINT",ACTIVE,"26F8EE26"
31088,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:11,,,BFF4R_MOBILE_ACCESS,ACTIVE,"26F8EE26"
31089,R_WEB_ESS,SYSTEM,2020-11-02 05:58:11,,,"3C26R_WEB_ESS",ACTIVE,"26F8EE26"
31091,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:11,,,B65CR_MOBILE_ATTENDANCE,ACTIVE,"26F8EE26"
31092,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:11,,,"3F94R_MOBILE_BIODATA",ACTIVE,"26F8EE26"
31093,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:11,,,"5E3FR_WEB_ACCESS",ACTIVE,"26F8EE26"
31095,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:11,,,"46D3R_MOBILE_ABSENCE_POINT",ACTIVE,DDE3416D
31096,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:11,,,ED1ER_MOBILE_BIODATA,ACTIVE,DDE3416D
31097,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:11,,,"4981R_MOBILE_ATTENDANCE",ACTIVE,DDE3416D
31098,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:11,,,"9A76R_WEB_ACCESS",ACTIVE,DDE3416D
31099,R_WEB_ESS,SYSTEM,2020-11-02 05:58:11,,,A509R_WEB_ESS,ACTIVE,DDE3416D
31101,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:11,,,B7BER_MOBILE_ACCESS,ACTIVE,DDE3416D
31112,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:12,,,A55FR_MOBILE_ABSENCE_POINT,ACTIVE,EAA60EBD
31113,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:12,,,"2E19R_WEB_ACCESS",ACTIVE,EAA60EBD
31114,R_WEB_ESS,SYSTEM,2020-11-02 05:58:12,,,"371FR_WEB_ESS",ACTIVE,EAA60EBD
31115,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:12,,,"6DB9R_MOBILE_ATTENDANCE",ACTIVE,EAA60EBD
31116,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:12,,,"702FR_MOBILE_ACCESS",ACTIVE,EAA60EBD
31117,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:12,,,"4B40R_MOBILE_BIODATA",ACTIVE,EAA60EBD
31446,R_WEB_ESS,SYSTEM,2020-11-02 05:58:21,,,"2546R_WEB_ESS",ACTIVE,"2505B73D"
31450,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:21,,,"7BE0R_MOBILE_BIODATA",ACTIVE,"2505B73D"
31452,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:21,,,B631R_MOBILE_ABSENCE_POINT,ACTIVE,"2505B73D"
31453,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:21,,,EF31R_MOBILE_ATTENDANCE,ACTIVE,"2505B73D"
31455,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:21,,,"6489R_MOBILE_ACCESS",ACTIVE,"2505B73D"
31456,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:21,,,"208BR_WEB_ACCESS",ACTIVE,"2505B73D"
31466,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:21,,,"6843R_WEB_ACCESS",ACTIVE,A219C130
31468,R_WEB_ESS,SYSTEM,2020-11-02 05:58:21,,,B01FR_WEB_ESS,ACTIVE,A219C130
31469,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:21,,,"4B60R_MOBILE_ACCESS",ACTIVE,A219C130
31470,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:21,,,D54ER_MOBILE_BIODATA,ACTIVE,A219C130
31471,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:21,,,"8604R_MOBILE_ABSENCE_POINT",ACTIVE,A219C130
31472,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:21,,,"4436R_MOBILE_ATTENDANCE",ACTIVE,A219C130
31474,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:22,,,"38CBR_MOBILE_ACCESS",ACTIVE,CD543B29
31477,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:22,,,E80BR_MOBILE_ATTENDANCE,ACTIVE,CD543B29
31073,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:11,,,FF72R_MOBILE_ACCESS,ACTIVE,B49F4AB9
31074,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:11,,,"2F6ER_MOBILE_ABSENCE_POINT",ACTIVE,B49F4AB9
31075,R_WEB_ESS,SYSTEM,2020-11-02 05:58:11,,,"12CBR_WEB_ESS",ACTIVE,B49F4AB9
31076,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:11,,,FB7BR_MOBILE_ATTENDANCE,ACTIVE,B49F4AB9
31079,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:11,,,"34D7R_MOBILE_ACCESS",ACTIVE,F4F17D37
31080,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:11,,,A88ER_MOBILE_BIODATA,ACTIVE,F4F17D37
31081,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:11,,,"3664R_MOBILE_ABSENCE_POINT",ACTIVE,F4F17D37
31082,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:11,,,"6E28R_WEB_ACCESS",ACTIVE,F4F17D37
31083,R_WEB_ESS,SYSTEM,2020-11-02 05:58:11,,,"1EF4R_WEB_ESS",ACTIVE,F4F17D37
31085,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:11,,,"5DFER_MOBILE_ATTENDANCE",ACTIVE,F4F17D37
31103,R_WEB_ESS,SYSTEM,2020-11-02 05:58:11,,,A20DR_WEB_ESS,ACTIVE,FE766BFD
31104,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:11,,,"166DR_MOBILE_ACCESS",ACTIVE,FE766BFD
31106,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:11,,,F959R_MOBILE_ABSENCE_POINT,ACTIVE,FE766BFD
31107,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:11,,,"70BDR_WEB_ACCESS",ACTIVE,FE766BFD
31108,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:11,,,"739FR_MOBILE_ATTENDANCE",ACTIVE,FE766BFD
31109,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:11,,,B950R_MOBILE_BIODATA,ACTIVE,FE766BFD
31120,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:12,,,"9687R_WEB_ACCESS",ACTIVE,"955E5AB7"
31121,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:12,,,"25F1R_MOBILE_BIODATA",ACTIVE,"955E5AB7"
31122,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:12,,,"4D3FR_MOBILE_ATTENDANCE",ACTIVE,"955E5AB7"
31123,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:12,,,A22ER_MOBILE_ABSENCE_POINT,ACTIVE,"955E5AB7"
31124,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:12,,,"047AR_MOBILE_ACCESS",ACTIVE,"955E5AB7"
31125,R_WEB_ESS,SYSTEM,2020-11-02 05:58:12,,,"6B2FR_WEB_ESS",ACTIVE,"955E5AB7"
31127,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:12,,,"83D0R_WEB_ACCESS",ACTIVE,"8A6DBC1A"
31129,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:12,,,"7F87R_MOBILE_BIODATA",ACTIVE,"8A6DBC1A"
31130,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:12,,,BE6ER_MOBILE_ACCESS,ACTIVE,"8A6DBC1A"
31131,R_WEB_ESS,SYSTEM,2020-11-02 05:58:12,,,"049FR_WEB_ESS",ACTIVE,"8A6DBC1A"
31132,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:12,,,"55BBR_MOBILE_ATTENDANCE",ACTIVE,"8A6DBC1A"
31133,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:12,,,A5C6R_MOBILE_ABSENCE_POINT,ACTIVE,"8A6DBC1A"
31135,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:12,,,"3DB1R_WEB_ACCESS",ACTIVE,"3AD0D3C5"
31136,R_WEB_ESS,SYSTEM,2020-11-02 05:58:12,,,"5396R_WEB_ESS",ACTIVE,"3AD0D3C5"
31138,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:12,,,"2488R_MOBILE_ATTENDANCE",ACTIVE,"3AD0D3C5"
31139,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:12,,,"0C3DR_MOBILE_ACCESS",ACTIVE,"3AD0D3C5"
31140,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:12,,,E248R_MOBILE_ABSENCE_POINT,ACTIVE,"3AD0D3C5"
