"id","company","facilities","createdby","createddate","modifiedby","modifieddate","facilityid","facilityname","facilitynotes","facilityphotourl","facilitystatus","orgstructuretplid","ougrade","ouid","facilitydestination","facilitytemplatetype"
215,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}","[{""facilityDetailID"":""FACDET-1587102760159"",""facilityDetailNotes"":"""",""facilityDetailQty"":2,""facilityType"":{""bizparKey"":""FACTYP-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SERAGAM"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-08-2019 15:23:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-002-FACCAT-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SERAGAM TIGA STEL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-08-2019 15:24:40"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}}]",EMP-205,2020-04-17 04:58:56,SYSTEM,2020-04-27 02:16:14,FAC-1587099539994,s,"","",INACTIVE,,"[{""bizparKey"":""GRADE-010"",""bizparStatus"":""ACTIVE"",""bizparValue"":""10"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 17:42:21"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""}]","{""salaryStartFrom"":null,""salaryStartTo"":null,""ouparentID"":null,""oujobDescription"":null,""ouhashChild"":null,""ougrade"":null,""ouid"":null,""oulevel"":null,""ouposition"":null}",,
265,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",[],EMP-205,2020-08-05 14:12:18,EMP-205,2020-08-19 08:55:21,FAC-1596611538641,TEST,"","",ACTIVE,,,,,
278,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",,EMP-205,2020-10-12 11:42:54,EMP-205,2020-10-12 04:54:57,FAC-1602477774093,testing,"","",INACTIVE,,,,"{""destinationKey"":""1375"",""destinationName"":""KOTA BUKITTINGGI""}","{""bizparKey"":""FAC-TEMP-TYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Dalam Kota"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""09-10-2020 04:08:57"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TEMPLATE_TYPE""}"
284,"{""esID"":""ES-1583989469491"",""esSubcoID"":""SUBCO-158398946949129"",""esName"":""KPNO ROLE""}",,EMP-000368,2020-10-21 10:19:13,EMP-000368,,FAC-1603250353777,Testing,"","",ACTIVE,,,,"{""destinationKey"":null,""destinationName"":null}","{""bizparKey"":""FAC-TEMP-TYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Dalam Kota"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""09-10-2020 04:08:57"",""modifiedBy"":""EMP-205"",""modifiedDate"":""16-10-2020 21:57:45""},""bizparCategory"":""FACILITY_TEMPLATE_TYPE""}"
285,"{""esID"":""ES-1583989537197"",""esSubcoID"":""SUBCO-158398953719737"",""esName"":""KC SURYOPRANOTO""}","[{""facilityDetailID"":""FACDET-1603263129020"",""facilityDetailNotes"":"""",""facilityDetailQty"":1,""facilityType"":{""bizparKey"":""FACTYP-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""ATK"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-10-2019 09:39:03"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-003-FACCAT-005"",""bizparStatus"":""ACTIVE"",""bizparValue"":""BINDEX"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""15-11-2019 09:42:39"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""18-11-2019 10:44:21""},""bizparCategory"":""FACILITY_CATEGORY""}}]",EMP-000027,2020-10-21 13:51:17,EMP-000027,2020-10-21 13:52:09,FAC-1603263077873,Facility Umum Level Staff,"","",ACTIVE,,,,,"{""bizparKey"":""FAC-TEMP-TYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Dalam Kota"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""09-10-2020 04:08:57"",""modifiedBy"":""EMP-205"",""modifiedDate"":""16-10-2020 21:57:45""},""bizparCategory"":""FACILITY_TEMPLATE_TYPE""}"
120,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",[],EMP-205,2020-01-22 16:08:31,EMP-205,2020-01-23 05:22:26,FAC-1579687362416,FACILITY - KARYAWAN,"",image/configuration_facility/IMG_FACILITY_FAC-1579687362416-Screenshot from 2019-09-11 13-22-08.png,ACTIVE,,,,,
186,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",,EMP-205,2020-03-18 08:21:09,SYSTEM,2020-03-18 08:33:27,FAC-1584520388657,TEEEEST,"","",INACTIVE,,,,,
187,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",[],EMP-205,2020-03-18 08:21:09,EMP-205,2020-03-18 08:33:42,FAC-1584520411777,TESTTTT,"","",INACTIVE,,,,,
230,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}","[{""facilityDetailID"":""FACDET-1587630411135"",""facilityDetailNotes"":"""",""facilityDetailQty"":35000000,""facilityType"":{""bizparKey"":""FACTYP-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TEMPAT TINGGAL"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-004-FACCAT-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SEWA RUMAH"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":""23-04-2020 23:12:32""},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1587630447344"",""facilityDetailNotes"":"""",""facilityDetailQty"":1500000,""facilityType"":{""bizparKey"":""FACTYP-006"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TUNJANGAN"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-006-FACCAT-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LISTRIK/AIR/TELEPON"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1587633831529"",""facilityDetailNotes"":"""",""facilityDetailQty"":3000000,""facilityType"":{""bizparKey"":""FACTYP-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TEMPAT TINGGAL"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-004-FACCAT-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""APARTEMEN"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":""23-04-2020 23:11:03""},""bizparCategory"":""FACILITY_CATEGORY""}}]",EMP-205,2020-04-23 03:49:51,SYSTEM,2020-04-23 09:23:51,FAC-1587630362525,Facility Korwil / Kadiv Atau grade 10-12 Kelompok Kota 3,"","",ACTIVE,,,,,
233,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}","[{""facilityDetailID"":""FACDET-1587631793248"",""facilityDetailNotes"":"""",""facilityDetailQty"":25000000,""facilityType"":{""bizparKey"":""FACTYP-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TEMPAT TINGGAL"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-004-FACCAT-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SEWA RUMAH"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":""23-04-2020 23:12:32""},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1587631862316"",""facilityDetailNotes"":"""",""facilityDetailQty"":800000,""facilityType"":{""bizparKey"":""FACTYP-006"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TUNJANGAN"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-006-FACCAT-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LISTRIK/AIR/TELEPON"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1587633966545"",""facilityDetailNotes"":"""",""facilityDetailQty"":2500000,""facilityType"":{""bizparKey"":""FACTYP-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TEMPAT TINGGAL"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-004-FACCAT-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""APARTEMEN"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":""23-04-2020 23:11:03""},""bizparCategory"":""FACILITY_CATEGORY""}}]",EMP-205,2020-04-23 03:49:51,SYSTEM,2020-04-23 09:26:06,FAC-1587630500872,Facility PC / Kabag Atau grade 7-9 Kelompok Kota 3,"","",ACTIVE,,,,,
64,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}","[{""facilityDetailID"":""FACDET-1576030620322"",""facilityDetailNotes"":"""",""facilityDetailQty"":3,""facilityType"":{""bizparKey"":""FACTYP-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""ATK"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-10-2019 09:39:03"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-003-FACCAT-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""PERSONAL COMPUTER"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""15-11-2019 09:42:39"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1576030629856"",""facilityDetailNotes"":"""",""facilityDetailQty"":2,""facilityType"":{""bizparKey"":""FACTYP-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""ATK"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-10-2019 09:39:03"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-003-FACCAT-005"",""bizparStatus"":""ACTIVE"",""bizparValue"":""BINDEX"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""15-11-2019 09:42:39"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""18-11-2019 10:44:21""},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1576030640598"",""facilityDetailNotes"":"""",""facilityDetailQty"":2,""facilityType"":{""bizparKey"":""FACTYP-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""ATK"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-10-2019 09:39:03"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-003-FACCAT-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""MEJA KERJA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""31-10-2019 08:03:59"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1576030759327"",""facilityDetailNotes"":"""",""facilityDetailQty"":1,""facilityType"":{""bizparKey"":""FACTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""ID CARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-08-2019 08:23:41"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-001-FACCAT-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""ID CARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""05-11-2019 14:15:01"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1576030768946"",""facilityDetailNotes"":"""",""facilityDetailQty"":1,""facilityType"":{""bizparKey"":""FACTYP-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""ATK"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-10-2019 09:39:03"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-003-FACCAT-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LAPTOP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-10-2019 09:39:03"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1576030805062"",""facilityDetailNotes"":"""",""facilityDetailQty"":2,""facilityType"":{""bizparKey"":""FACTYP-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""ATK"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-10-2019 09:39:03"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-003-FACCAT-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LOKER KARYAWAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""31-10-2019 08:03:59"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1577086921147"",""facilityDetailNotes"":"""",""facilityDetailQty"":1,""facilityType"":{""bizparKey"":""FACTYP-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SERAGAM"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-08-2019 08:23:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-002-FACCAT-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SERAGAM TIGA STEL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-08-2019 08:24:40"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1577087060019"",""facilityDetailNotes"":"""",""facilityDetailQty"":1,""facilityType"":{""bizparKey"":""FACTYP-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SERAGAM"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-08-2019 08:23:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-002-FACCAT-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SERAGAM TIGA STEL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-08-2019 08:24:40"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}}]",SYSTEM,2019-12-11 09:16:21,SYSTEM,2020-01-20 10:41:03,FAC-1576030589495,FACILITY - MANAGER,"",/home/Screenshot from 2019-09-11 13-22-08.png,ACTIVE,,,,,
216,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",,EMP-205,2020-04-17 05:21:56,SYSTEM,2020-04-27 02:16:07,FAC-1587100935448,new facility,"","",INACTIVE,STR-1581392129747,"[{""bizparKey"":""GRADE-010"",""bizparStatus"":""ACTIVE"",""bizparValue"":""10"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 17:42:21"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""}]","{""salaryStartFrom"":null,""salaryStartTo"":null,""ouparentID"":null,""oujobDescription"":null,""ouhashChild"":null,""ougrade"":null,""ouid"":null,""oulevel"":null,""ouposition"":null}",,
231,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}","[{""facilityDetailID"":""FACDET-1587631725314"",""facilityDetailNotes"":"""",""facilityDetailQty"":50000000,""facilityType"":{""bizparKey"":""FACTYP-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TEMPAT TINGGAL"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-004-FACCAT-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SEWA RUMAH"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":""23-04-2020 23:12:32""},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1587631817749"",""facilityDetailNotes"":"""",""facilityDetailQty"":800000,""facilityType"":{""bizparKey"":""FACTYP-006"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TUNJANGAN"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-006-FACCAT-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LISTRIK/AIR/TELEPON"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}},{""facilityDetailID"":""FACDET-1587633889354"",""facilityDetailNotes"":"""",""facilityDetailQty"":4000000,""facilityType"":{""bizparKey"":""FACTYP-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TEMPAT TINGGAL"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-004-FACCAT-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""APARTEMEN"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""23-04-2020 10:49:51"",""modifiedBy"":""EMP-205"",""modifiedDate"":""23-04-2020 23:11:03""},""bizparCategory"":""FACILITY_CATEGORY""}}]",EMP-205,2020-04-23 03:49:51,SYSTEM,2020-04-23 09:24:49,FAC-1587630465312,Facility PC / Kabag Atau grade 7-9 Kelompok Kota 1,"","",ACTIVE,,,,,
266,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}","[{""facilityDetailID"":""FACDET-1596708027312"",""facilityDetailNotes"":"""",""facilityDetailQty"":3,""facilityType"":{""bizparKey"":""FACTYP-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""ATK"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-10-2019 09:39:03"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-003-FACCAT-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""PERSONAL COMPUTER"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""15-11-2019 09:42:39"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}}]",EMP-205,2020-08-06 17:00:02,EMP-205,2020-08-06 10:00:35,FAC-1596708002068,testing,"","",INACTIVE,,,,,
279,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",[],EMP-205,2020-10-12 11:48:27,EMP-205,2020-10-12 04:54:53,FAC-1602478107370,facc dest,"","",INACTIVE,,,,"{""destinationKey"":null,""destinationName"":null}","{""bizparKey"":""FAC-TEMP-TYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Dalam Kota"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""09-10-2020 04:08:57"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TEMPLATE_TYPE""}"
286,"{""esID"":""ES-1583989469491"",""esSubcoID"":""SUBCO-158398946949129"",""esName"":""KPNO ROLE""}",,EMP-000368,2020-10-23 09:40:53,EMP-000368,,FAC-1603420853617,X,"","",ACTIVE,,,,"{""destinationKey"":null,""destinationName"":null}","{""bizparKey"":""FAC-TEMP-TYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Dalam Kota"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""09-10-2020 04:08:57"",""modifiedBy"":""EMP-205"",""modifiedDate"":""16-10-2020 21:57:45""},""bizparCategory"":""FACILITY_TEMPLATE_TYPE""}"
188,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",[],EMP-205,2020-03-19 10:37:42,EMP-205,2020-03-19 15:41:09,FAC-1584632450390,R,"","",INACTIVE,,,,,
218,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",[],EMP-205,2020-04-17 19:46:25,SYSTEM,2020-04-27 02:15:50,FAC-TEST-K-1,test,"","",INACTIVE,STR-1581392129747,"[{""bizparKey"":""GRADE-011"",""bizparStatus"":""ACTIVE"",""bizparValue"":""11"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 17:42:21"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""}]","{""salaryStartFrom"":3.0E7,""salaryStartTo"":3.0E7,""ouid"":""OU-1581393631161"",""oulevel"":{""bizparKey"":""LEVEL-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KOMISARIS"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 17:02:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_LEVEL""},""ouposition"":{""bizparKey"":""LEVEL-001-WKKOMUT"",""bizparStatus"":""ACTIVE"",""bizparValue"":""WAKIL KOMISARIS UTAMA"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 17:02:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_POSITION""},""ouhashChild"":true,""ouparentID"":""OU-1581393594723"",""oujobDescription"":""WKU"",""ougrade"":[{""bizparKey"":""GRADE-011"",""bizparStatus"":""ACTIVE"",""bizparValue"":""11"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 17:42:21"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""},{""bizparKey"":""GRADE-010"",""bizparStatus"":""ACTIVE"",""bizparValue"":""10"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 17:42:21"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""}]}",,
189,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}","[{""facilityDetailID"":""FACDET-1584632551431"",""facilityDetailNotes"":"""",""facilityDetailQty"":3,""facilityType"":{""bizparKey"":""FACTYP-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SERAGAM"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-08-2019 15:23:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_TYPE""},""facilitycategory"":{""bizparKey"":""FACTYP-002-FACCAT-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SERAGAM TIGA STEL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-08-2019 15:24:40"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""FACILITY_CATEGORY""}}]",EMP-205,2020-03-19 10:37:42,SYSTEM,2020-03-19 15:44:17,FAC-1584632500679,A,"","",INACTIVE,,,,,
80,null,,SYSTEM,2019-12-31 09:41:11,,,FAC-1577761525545,BAG Facility,"","",ACTIVE,,,,,
190,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-157301276280622"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",,EMP-205,2020-03-19 10:37:42,SYSTEM,2020-03-19 15:44:22,FAC-1584632514489,B,"","",INACTIVE,,,,,
