id;bizparcategory;createdby;createddate;modifiedby;modifieddate;bizparkey;bizparstatus;bizparvalue
456;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCPSR;ACTIVE;Executive Officer KCP Sunset Road - BALI
457;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCPST;ACTIVE;Executive Officer KCP KCP Sunter - JKT
458;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCPSTB;ACTIVE;Executive Officer KCP
459;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCPSTT;ACTIVE;Executive Officer KCP
460;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCPSY;ACTIVE;Executive Officer KCP Suryanegara - CRB
461;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCPT;ACTIVE;Executive Officer KCP
462;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCPTA;ACTIVE;Executive Officer KCP
463;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCPTG;ACTIVE;Executive Officer KCP
464;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCPTL;ACTIVE;Executive Officer KCP
465;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCPTP;ACTIVE;Executive Officer KCP
466;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCPTT;ACTIVE;Executive Officer KC
467;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCPVT;ACTIVE;Executive Officer KCP
468;CORPORATE_POSITION;SYSTEM;26/06/2019 16:47;SYSTEM;26/06/2019 16:47;LVL-005-EOKCS;ACTIVE;Executive Officer KC
469;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKCSL;ACTIVE;Executive Officer KC
470;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKCSM;ACTIVE;Executive Officer KC
471;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKCSR;ACTIVE;Executive Officer KC
472;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKCSRP;ACTIVE;Executive Officer KC
473;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKCTR;ACTIVE;Executive Officer KC
474;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKCWT;ACTIVE;Executive Officer KC
475;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKDB;ACTIVE;Executive Officer Kompensasi dan Benefit
476;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKEK;ACTIVE;Executive Officer Kepatuhan Kredit
477;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKK1;ACTIVE;Executive Officer Korporasi dan Komersil 1
478;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKK2;ACTIVE;Executive Officer korporasi dan Komersil 2
479;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKKO;ACTIVE;Executive Officer Kontrol Operasi
480;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKKR;ACTIVE;Executive Officer Kontrol Kredit
481;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKLL;ACTIVE;Executive Officer Kualitas Layanan
482;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKPO;ACTIVE;Executive Officer Kepatuhan Operasi
483;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKSP;ACTIVE;Executive Officer Konsumer SPK
484;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKT1;ACTIVE;Executive Officer Kontrol 1
485;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKT2;ACTIVE;Executive Officer Kontrol 2
486;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOKT3;ACTIVE;Executive Officer Kontrol 3
487;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOLIK;ACTIVE;Executive Officer Litigasi Kredit
488;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOLP1;ACTIVE;Executive Officer Layanan Perbankan Inklusif 1
489;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOLP2;ACTIVE;Executive Officer Layanan Perbankan Inklusif 2
490;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOLP3;ACTIVE;Executive Officer Layanan Perbankan Inklusif 3
491;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOLTP;ACTIVE;Executive Officer Litigasi Perusahaan
492;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOMB1;ACTIVE;Executive Officer Mikro Bisnis 1
493;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOMB2;ACTIVE;Executive Officer Mikro Bisnis 2
494;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOMB3;ACTIVE;Executive Officer Mikro Bisnis 3
495;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOMBN;ACTIVE;Executive Officer Mikro Bisnis
496;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOMIC;ACTIVE;Executive Officer Mikro Collection
497;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOMKM;ACTIVE;Executive Officer Marketing Komunikasi
498;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOMPR;ACTIVE;Executive Officer Manaj Pengukuran Risiko Kredit
499;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOMSI;ACTIVE;Executive Officer Manj Sist. Inform & Vendor Manaj
500;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOMSV;ACTIVE;Executive Officer Manj SI & Vendor Management
501;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOMTR;ACTIVE;Executive Officer Marketing Tresuri
502;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPAK;ACTIVE;Executive Officer Pengelolaan Aset Khusus
503;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPBB;ACTIVE;Executive Officer Pengembangan Bisnis
504;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPBD;ACTIVE;Executive Officer Perbankan Digital
505;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPBK;ACTIVE;Executive Officer Perbaikan
506;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPBO;ACTIVE;Executive Officer Pembinaan Operasi
507;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPBP;ACTIVE;Executive Officer Pengembangan Bisnis Pendanaan
508;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPDC;ACTIVE;Executive Officer Pendukung Cabang
509;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPDP;ACTIVE;Executive Officer Pengadaan & Premises
510;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPGM;ACTIVE;Executive Officer Penagihan Mikro
511;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPGR;ACTIVE;Executive Officer Penagihan Ritel
512;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPJM;ACTIVE;Executive Officer Penilaian Jaminan
513;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPLP;ACTIVE;Executive Officer Pelaporan
514;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPOP;ACTIVE;Executive Officer Pendukung Operasi
515;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPOT;ACTIVE;Executive Officer Pendukung Ops, Trops & Exim     
516;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPPP;ACTIVE;Executive Officer Pengembangan Produk Pendanaan
517;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPPS;ACTIVE;Executive Officer Perwakilan Pengguna & Sisdur TI
518;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPPST;ACTIVE;Executive Officer Perwakilan Pengguna & Sisdur IT
519;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPSD;ACTIVE;Executive Officer Pengembangan SDM dan Diklat
520;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOPSN;ACTIVE;Executive Officer Pendukung Sindikasi
521;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOREC;ACTIVE;Executive Officer Retail Collection
522;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOREM;ACTIVE;Executive Officer Remedial
523;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EORKT;ACTIVE;Executive Officer Rekrutmen
524;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EOROT;ACTIVE;Executive Officer Risiko Operasi & TI
525;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EORPL;ACTIVE;Executive Officer Risiko Pasar dan Likuiditas
526;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EORTB1;ACTIVE;Executive Officer Ritel Bisnis 1
527;CORPORATE_POSITION;SYSTEM;26/06/2019 16:48;SYSTEM;26/06/2019 16:48;LVL-005-EORTB2;ACTIVE;Executive Officer Ritel Bisnis 2
528;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EORTB3;ACTIVE;Executive Officer Ritel Bisnis 3
529;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EORTL;ACTIVE;Executive Officer Retail
530;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOSDO;ACTIVE;Executive Officer Sisdur Operasi
531;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOSDP;ACTIVE;Executive Officer Sentra Deposito & Pinjaman
532;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOSDR;ACTIVE;Executive Officer SAM & Rekstrukturisasi
533;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOSKK;ACTIVE;Executive Officer SKAI Kredit
534;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOSKO;ACTIVE;Executive Officer SKAI Operasi
535;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOSKS;ACTIVE;Executive Officer SKAI Supervisi
536;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOSKSP;ACTIVE;Executive Officer Sisdur Kredit & SDM
537;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOSKT;ACTIVE;Executive Officer SKAI Teknologi Informasi
538;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOSND;ACTIVE;Executive Officer Sindikasi
539;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOSOC;ACTIVE;Executive Officer Sentra Operasi Cabang
540;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOSOP;ACTIVE;Executive Officer Sisdur Operasi
541;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOTJS;ACTIVE;Executive Officer Tg. Jwb Sosial & Peng Perusahaan
542;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOTRE;ACTIVE;Executive Officer Tresuri Oprs dan Ekspor-Impor
543;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOTRK;ACTIVE;Executive Officer Tinjauan Risiko Kredit
544;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOTRT;ACTIVE;Executive Officer Transaksi Tresuri
545;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-EOUOP;ACTIVE;Executive Officer Umum Operasional
546;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-SKHUM;ACTIVE;Staff Khusus Hukum
547;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-SOKCPJB;ACTIVE;Senior Officer KCP
548;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-SOKKAP;ACTIVE;Senior Officer KK
549;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-SOKKCH;ACTIVE;Senior Officer KK
550;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-SOKKCP;ACTIVE;Senior Officer KK
551;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-SOKKDM;ACTIVE;Senior Officer KK
552;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-SOKKPP;ACTIVE;Senior Officer KK
553;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-SOKKPT;ACTIVE;Senior Officer KK
554;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-SOKKSK;ACTIVE;Senior Officer KK
555;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-SOKKTC;ACTIVE;Senior Officer KK
556;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKADP;ACTIVE;Staff Khusus Akutansi dan Pelaporan
557;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKAK;ACTIVE;Staff Khusus Admin Kredit
558;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKAMR;ACTIVE;Staff Khusus Admin Mikro dan Ritel
559;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKAP;ACTIVE;Staff Khusus Anti Penipuan dan APUPPT
560;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKAPB;ACTIVE;Staff Khusus Akutansi, Pelaporan dan Budgeting    
561;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKASP;ACTIVE;Staff Khusus Admin Sekretaris Perusahaan
562;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKBN1;ACTIVE;Staff Khusus Bisnis 1
563;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKBN2;ACTIVE;Staff Khusus Bisnis 2
564;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKBN3;ACTIVE;Staff Khusus Bisnis 3
565;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKBSD;ACTIVE;Staff Khusus Bisnis Sindikasi
566;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKKB;ACTIVE;Staff Khusus Konsumer Banking
567;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKKDK;ACTIVE;Staff Khusus Korporasi dan Komersil
568;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKKEP;ACTIVE;Staff Khusus Kepatuhan
569;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKLIK;ACTIVE;Staff Khusus Litigasi Kredit
570;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKLPI;ACTIVE;Staff Khusus Layanan Perbankan Inklusif
571;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKMI;ACTIVE;Staff Khusus Mikro & Inklusi Keuangan
572;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKNRK;ACTIVE;Staff Khusus Non Risiko Kredit
573;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKOP;ACTIVE;Staff Khusus Operasi
574;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKPAK;ACTIVE;Staff Khusus Pengelolaan Aset Khusus
575;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKPC;ACTIVE;Staff Khusus Pengelolaan Cabang
576;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKPDP;ACTIVE;Staff Khusus Perbaikan & Penagihan
577;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKPDT;ACTIVE;Staff Khusus Perbankan Digital & TI
578;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKPP;ACTIVE;Staff Khusus Pengembangan Produk & Markom
579;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKRA;ACTIVE;Staff Khusus Kredit Review dan Analis
580;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKRDP;ACTIVE;Staff Khusus Remedial & Penagihan
581;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKRK;ACTIVE;Staff Khusus Risiko Kredit
582;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKRTL;ACTIVE;Staff Khusus Ritel
583;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKRTRK;ACTIVE;Staff Khusus Restruktur
584;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKSDR;ACTIVE;Staff Khusus SAM & Restrukturisasi
585;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKSDU;ACTIVE;Staff Khusus SDM & Umum
586;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKSK;ACTIVE;Staff Khusus SKAI
587;CORPORATE_POSITION;SYSTEM;26/06/2019 16:49;SYSTEM;26/06/2019 16:49;LVL-005-STKSPP;ACTIVE;Staff Khusus Sisdur & Perwakilan Pengguna
588;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-005-STKSPPA;ACTIVE;Staff Khusus Sisdur, Perwakilan Peng & Anggaran   
589;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-005-STKUMK;ACTIVE;Staff Khusus UMKM Mikro
590;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-006-HDTLL;ACTIVE;Head Teller
591;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-006-HDTLU;ACTIVE;Head Teller UKS
592;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-AAOFF;ACTIVE;Assistant Account Officer
593;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-AOBN1;ACTIVE;Account Officer Bisnis 1
594;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-AOBN2;ACTIVE;Account Officer Bisnis 2
595;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-AOBN3;ACTIVE;Account Officer Bisnis 3
596;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-AOBN5;ACTIVE;Account Officer Bisnis 5
597;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-AOBN6;ACTIVE;Account Officer Bisnis 6
598;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-AODBS;ACTIVE;Account Officer Direktorat Bisnis Sindikasi
599;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-AOFBP;ACTIVE;Account Officer Bisnis Pendukung
600;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-AOFFR;ACTIVE;Account Officer
601;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-BOKKL;ACTIVE;Back Office Kantor Layanan
602;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-CAOFF;ACTIVE;Cash Officer
603;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-HDCSV;ACTIVE;Head Customer Service
604;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOPA;ACTIVE;Kepala Unit Operasi Ambon
605;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOPB;ACTIVE;Kepala Unit Operasi Batam
606;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOPBT;ACTIVE;Kepala Unit Operasi Bitung
607;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOPD;ACTIVE;Kepala Unit Operasi Denpasar
608;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOPK;ACTIVE;Kepala Unit Operasi Kendari
609;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOPL;ACTIVE;Kepala Unit Operasi Lampung
610;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOPM;ACTIVE;Kepala Unit Operasi Makassar
611;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOSC;ACTIVE;Kepala Unit Operasional Sentra Cirebon
612;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOSG;ACTIVE;Kepala Unit Operasional Sentra Garut
613;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOSM;ACTIVE;Kepala Unit Operasional Sentra Manado
614;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOSMD;ACTIVE;Kepala Unit Operasional Sentra Medan
615;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOSP;ACTIVE;Kepala Unit Operasional Sentra Palembang
616;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOSPB;ACTIVE;Kepala Unit Operasional Sentra Pekan Baru
617;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOSS;ACTIVE;Kepala Unit Operasional Sentra Semarang
618;CORPORATE_POSITION;SYSTEM;26/06/2019 16:50;SYSTEM;26/06/2019 16:50;LVL-007-KNOSSB;ACTIVE;Kepala Unit Operasi Sentra Surabaya
