"id","bizparcategory","createdby","createddate","modifiedby","modifieddate","bizparkey","bizparstatus","bizparvalue"
1008,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PJKEK,ACTIVE,PJS Kepala Kantor Kas
1009,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PJKKL,ACTIVE,PJS Kepala Kantor Layanan
1010,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PJKST,ACTIVE,PJS Kanit Sertifikasi Tanah Pend. UMKM
1011,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PJSEO,ACTIVE,PJS Executive Officer
1012,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PJSKU,ACTIVE,PJS Kepala Unit Sentra Operasi Kredit
1013,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PJSND,ACTIVE,PJS Kepala Bagian Network Development
1014,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PJSOF,ACTIVE,PJS Senior Officer
1015,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PJSOP,ACTIVE,PJS Officer Operation
1016,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PJTLM,ACTIVE,PJS Team Leader Marketing
1017,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PKDSD,ACTIVE,Penugasan Khusus Direktorat SDM
1018,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PMCAB,ACTIVE,Pemimpin Cabang
1019,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PNCAB,ACTIVE,Staff SDM - Personalia Cabang
1020,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PSJKK,ACTIVE,PJS Senior Officer Kantor Layanan
1021,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,PSO26,ACTIVE,Pjs Senior Officer Operasi
1022,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,RMCAB,ACTIVE,Remedial Cabang
1023,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SAKW1,ACTIVE,Staff Administrasi Kredit Wilayah I
1024,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SAKW2,ACTIVE,Staff Administrasi Kredit Wilayah II
1025,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SAKW3,ACTIVE,Staff Administrasi Kredit Wilayah III
1026,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SAM2,ACTIVE,Staff Special Asset Management 2
1027,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SAP,ACTIVE,Staff Administrasi Pinjaman
1028,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SBPPS,ACTIVE,Staff Bagian Penyelenggaran Pusdiklat
1029,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SCCAP,ACTIVE,Staff Consumer Credit Approval
1030,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SCOKT,ACTIVE,Sales Spesialisasi Hunter Consumer + KTA
1031,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SCOSE,ACTIVE,Staff Corporate Secretary
1032,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SDKBJ,ACTIVE,Staff  SDM  Kebijakan
1033,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SDKKK,ACTIVE,Staff Div. Kredit Komersial & Korporasi
1034,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SDKKU,ACTIVE,Staff Div. Kredit Konsumer dan UMKM
1035,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SDMHI,ACTIVE,Staff SDM - Hubungan Industrial
1036,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SDMMD,ACTIVE,Staff SDM - Medical
1037,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SDS,ACTIVE,Staff Divisi SDM
1038,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SEDIK,ACTIVE,Sekretariat Divisi Kepatuhan
1039,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SEDPC,ACTIVE,Staff EDP - Core Banking Project
1040,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SEKDI,ACTIVE,Sekretaris Direksi
1041,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SEKKO,ACTIVE,Sekretariat Komisaris
1042,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SEKOP,ACTIVE,Sekretaris Director Operational
1043,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SEKRE,ACTIVE,Sekretariat
1044,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SEKUT,ACTIVE,Sekretaris Direktur Utama
1045,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SEPBP,ACTIVE,Senior Officer Pendukung Bisnis Pinjaman
1046,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SESAM,ACTIVE,Senior Staff Special Asset Management
1047,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SGC24,ACTIVE,Staff Graha Call 24 jam
1048,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SHAMD,ACTIVE,Sales Spesialisasi Hunter AMD
1049,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SHKTA,ACTIVE,Sales Spesialisasi Hunter KTA
1050,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SITAP,ACTIVE,Staff IT - Application Support
1051,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SITPM,ACTIVE,Senior Staff IT (Project Manager)
1052,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SITSU,ACTIVE,Staff IT Support
1053,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKAIV,ACTIVE,Staff SKAI - Supervisi
1054,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKCAB,ACTIVE,Sekretariat Cabang
1055,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOAA,ACTIVE,Staff Kontrol KSO Asia Afrika Bandung
1056,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOAG,ACTIVE,Staff Kontrol KL Artha Gading
1057,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOAP,ACTIVE,Staff Kontrol Administrasi Pinjaman
1058,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOBA,ACTIVE,Staff Kontrol KSO Batam
1059,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOBE,ACTIVE,Staff Kontrol Kantor Layanan Berau
1060,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOBJ,ACTIVE,Staff Kontrol Kantor Layanan Banjarmasin
1061,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOBK,ACTIVE,Staff Kontrol Kantor Layanan Bekasi
1062,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOBT,ACTIVE,Staff Kontrol Kantor Layanan Bintaro
1063,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOCP,ACTIVE,Staff Kontrol Kantor Layanan Cipanas
1064,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKODA,ACTIVE,Staff Kontrol KSO Diponegoro Ambon
1065,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKODK,ACTIVE,Staff Kontrol Kantor Layanan Depok
1066,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOJB,ACTIVE,Staff Kontrol Kantor Layanan Jambi
1067,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOKC,ACTIVE,Staff Kontrol KSO Kartini Cirebon
1068,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOKE,ACTIVE,Staff Kontrol KSO Kendari
1069,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOKJ,ACTIVE,Staff Kontrol Kantor Layanan Kebun Jeruk
1070,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOKR,ACTIVE,Staff Kontrol Kantor Layanan Karawang
1071,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOKS,ACTIVE,Staff Kontrol KSO Karet Surabaya
1072,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOKU,ACTIVE,Staff Kontrol Kantor Layanan Kupang
1073,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOLB,ACTIVE,Staff Kontrol Kantor Layanan Balikpapan
1074,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOLP,ACTIVE,Staff Kontrol KSO Lampung
1075,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOMH,ACTIVE,Staff Kontrol KL Mangga Dua Harco
1076,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOMK,ACTIVE,Staf Kontrol KSO Ahmad Yani Makassar
1077,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKONO,ACTIVE,Staff Kontrol KPNO Sudirman
1078,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOOS,ACTIVE,Staff Kontrol Sentra Operasi Sudirman
1079,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOPB,ACTIVE,Staff Kontrol KSO Pekanbaru
1080,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOPK,ACTIVE,Staff Kontrol KL Pluit Kencana
1081,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOPM,ACTIVE,Staff Kontrol KSO Pemuda - Medan
1082,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOPP,ACTIVE,Staff Kontrol KL Pangkal Pinang
1083,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOPS,ACTIVE,Staff Kontrol KSO Pandanaran Semarang
1084,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKORD,ACTIVE,Staff Kontrol KSO Renon Denpasar
1085,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKORM,ACTIVE,Staff Kontrol KSO Sam Ratulangi Manado
1086,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOSA,ACTIVE,Staff Kontrol Kantor Layanan Samarinda
1087,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOSD,ACTIVE,Staff Kontrol Kantor Layanan Sudirman
1088,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOSO,ACTIVE,Staff Kontrol Kantor Layanan Solo
1089,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOSS,ACTIVE,Staf Kontrol Sentra Operasi Suryopranoto
1090,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOSU,ACTIVE,Staf Kontrol Kantor Layanan Suryopranoto
1091,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOTE,ACTIVE,Staff Kontrol Kantor Layanan Ternate
1092,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKOWT,ACTIVE,Staff Kontrol Kantor Layanan Watampone
1093,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKRTS,ACTIVE,Sekretaris
1094,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKSO1,ACTIVE,Staff Kontrol Sentra Operasi I
1095,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SKTTD,ACTIVE,Staff KTTD
1096,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SNDGS,ACTIVE,Staff Network Dev. General support
1097,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SNROF,ACTIVE,SENIOR OFFICER
1098,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SO201,ACTIVE,Seniof Officer Sentra Operasi 2
1099,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SO219,ACTIVE,Senior Officer Data Center
1100,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SO226,ACTIVE,Senior Officer Kantor Layanan
1101,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SO246,ACTIVE,Senior Officer Kontrol 3 Sentra Operasi
1102,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SO251,ACTIVE,Senior Officer Litigasi
1103,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SO265,ACTIVE,Senior Officer Operasi Denpasar
1104,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SO275,ACTIVE,Senior Officer Operasi Pekan Baru
1105,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SO279,ACTIVE,Senior Officer Operasi Ternate
1106,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SO295,ACTIVE,Senior Officer Quality Assurance (QA)
1107,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SO314,ACTIVE,Senior Officer Tax
1108,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SO315,ACTIVE,Senior Officer Team Leader
1109,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOBN2,ACTIVE,Senior Officer Direktorat Bisnis 2
1110,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOCCG,ACTIVE,Senior Officer Customr Care & Graha Call
1111,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOFF3,ACTIVE,Senior Officer 3
1112,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOK10,ACTIVE,Senior Officer Kontrol Operasi 10
1113,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOK11,ACTIVE,Senior Officer Kontrol Operasi 11
1114,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOK12,ACTIVE,Senior Officer Kontrol Operasi 12
1115,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOK13,ACTIVE,Senior Officer Kontrol Operasi 13
1116,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOKKR,ACTIVE,Senior Officer Kontrol Kredit
1117,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOKKS,ACTIVE,Senior Officer Kantor Kas
1118,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOKOP,ACTIVE,Senior Officer Kontrol Operasi 1
1119,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOKP2,ACTIVE,Senior Officer Kontrol Operasi 2
1120,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOKP3,ACTIVE,Senior Officer Kontrol Operasi 3
1121,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOKP4,ACTIVE,Senior Officer Kontrol Operasi 4
1122,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOKP5,ACTIVE,Senior Officer Kontrol Operasi 5
1123,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOKP6,ACTIVE,Senior Officer Kontrol Operasi 6
1124,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOKP7,ACTIVE,Senior Officer Kontrol Operasi 7
1125,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOKP8,ACTIVE,Senior Officer Kontrol Operasi 8
1126,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOKP9,ACTIVE,Senior Officer Kontrol Operasi 9
1127,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOPBJ,ACTIVE,Senior Officer Pengembangan Jaringan
1128,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOPOP,ACTIVE,Senior Officer Pembinaan Operasi
1129,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOSC,ACTIVE,Staff Operasional Service Center
1130,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SOSO1,ACTIVE,Senior Officer Sentra Operasi 1
1131,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SPACB,ACTIVE,Staff Pendukung Aplikasi Core Banking
1132,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SPAEN,ACTIVE,Staff Pendukung Aplikasi eBanking&NCBank
1133,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SPAOS,ACTIVE,Staff Pendukung Aplikasi OSDB
1134,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SPOGS,ACTIVE,Staff Pendukung Operasi - RTGS
1135,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SPOOO,ACTIVE,STAFF PENDUKUNG OPERASI
1136,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SPPEL,ACTIVE,Staff Pengembangan Perpustakaan&ELibrary
1137,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SPPPM,ACTIVE,Staff Perencanaan Pend&Plathan Mandatori
1138,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SPPPR,ACTIVE,Staff Perencanaan Pend&Platihan Regular
1139,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SSAMD,ACTIVE,Sales Spesialisasi AMD
1140,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SSKAI,ACTIVE,Staff SKAI
1141,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SSKNV,ACTIVE,"Staff SKN, RTGS-VA"
1142,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SSKTA,ACTIVE,Sales Spesialisasi KTA
1143,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SSMP,ACTIVE,Staff Sentra MPN-PLN
1144,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SSMPN,ACTIVE,Staff Sentra MPN-Payment Point
1145,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SSO,ACTIVE,Staff Sentra Operasi I
1146,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SSO2,ACTIVE,Staff Sentra Operasi II
1147,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SSOPK,ACTIVE,Staff Sentral Operasi Kredit
1148,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,SSPOK,ACTIVE,Staff Sentral Proses Operasi Kredit
1149,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST007,ACTIVE,Staff Kontrol 1 Cabang 4
1150,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST046,ACTIVE,Staff Admin Kredit Kordinator Wilayah 3
1151,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST110,ACTIVE,Staff Aliansi Bisnis
1152,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST111,ACTIVE,Staff Kredit Komersil
1153,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST112,ACTIVE,Staff ATM Ops
1154,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST113,ACTIVE,Staff Back Office Kantor Layanan
1155,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST121,ACTIVE,Staff Costing
1156,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST123,ACTIVE,Staff Credit Corporate
1157,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST125,ACTIVE,Staff Credit MSE Oper - 1
1158,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST130,ACTIVE,Staff CSR
1159,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST136,ACTIVE,Staff E - Banking
1160,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST140,ACTIVE,Staff Graha Call
1161,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST144,ACTIVE,Staff IT Project
1162,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST156,ACTIVE,Staff Kompensasi
1163,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST159,ACTIVE,Staff Kontrol 1 Cabang 1
1164,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST160,ACTIVE,Staff Kontrol 1 Cabang 2
1165,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST161,ACTIVE,Staff Kontrol 2 Cabang 1
1166,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST162,ACTIVE,Staff Kontrol 2 Cabang 2
1167,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST163,ACTIVE,Staff Kontrol 2 KPNO
1168,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST164,ACTIVE,Staff Kontrol 3 Cabang 1
1169,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST166,ACTIVE,Staff Kredit Approval Ritel
1170,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST167,ACTIVE,Staff Kredit Ops KPO & Jabodetabek
1171,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST177,ACTIVE,Staff NOC
1172,CORPORATE_POSITION,SYSTEM,2020-01-05 16:27:37,SYSTEM,2020-01-05 16:27:37,ST194,ACTIVE,Staff Proses Kredit Jabodetabekar
