ouCNBTPLID,ouCNCTPLID,ouIPPTPLID,ouTaxTPLID,laneType,directorat,subdirectorat,oUGrade,oUHashChild,oUID,oUJobDescription,oULevel,oUParentID,oUPayrollTaxTPLID,oUPosition
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0005,CD-018,CD-018-SDKOM,"GRADE-014;3283000-4925000;FAC-1603793761324,GRADE-001;3283000-4925000;FAC-1603793761324,GRADE-002;3612000-5418000;FAC-1603793761324,GRADE-003;3974000-5961000;FAC-1603793761324,GRADE-004;5167000-10334000;FAC-1603793761324,GRADE-005;6718000-13346000;FAC-1603793761324,GRADE-006;8734000-17466000;FAC-1603793761324,GRADE-007;11355000-22710000;FAC-1603793761324,GRADE-008;14762000-29524000;FAC-1603793761324,GRADE-009;19191000-38382000;FAC-1603793761324,GRADE-010;25908000-51816000;FAC-1603793761324,GRADE-011;34976000-69525000;FAC-1603793761324,GRADE-012;47218000-94436000;FAC-1603793761324,GRADE-013;47218000-94436000;FAC-1603793761324",TRUE,OUID-KOMUT10001,Komisaris Utama,LVL-000,NULL,PAY-1580288169116,LVL-000-KOMUT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-005,CD-005-SDKKF2,"GRADE-014;3283000-4925000;FAC-1603778452842,GRADE-001;3283000-4925000;FAC-1603778452842,GRADE-002;3612000-5418000;FAC-1603778452842,GRADE-003;3974000-5961000;FAC-1603778452842,GRADE-004;5167000-10334000;FAC-1603778452842,GRADE-005;6718000-13346000;FAC-1603778452842,GRADE-006;8734000-17466000;FAC-1603778452842,GRADE-007;11355000-22710000;FAC-1603778452842,GRADE-008;14762000-29524000;FAC-1603778452842,GRADE-009;19191000-38382000;FAC-1603778452842,GRADE-010;25908000-51816000;FAC-1603778452842,GRADE-011;34976000-69525000;FAC-1603778452842,GRADE-012;47218000-94436000;FAC-1603778452842,GRADE-013;47218000-94436000;FAC-1603778452842",TRUE,OUID-STKKFD10101,"Account Officer Korporasi, Komersial & FI 2",LVL-006,OUID-EOKKFD10099,PAY-1580288169116,LVL-006-STKKFD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-005,CD-005-SDKKF2,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-AAKKFD10102,"Asisten Account Officer Korporasi, Komersial & FI 2",LVL-006,OUID-EOKKFD10099,PAY-1580288169116,LVL-006-AAKKFD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0002,CD-005,CD-005-SDKKF3,"GRADE-014;3283000-4925000;FAC-1603778861841,GRADE-001;3283000-4925000;FAC-1603778861841,GRADE-002;3612000-5418000;FAC-1603778861841,GRADE-003;3974000-5961000;FAC-1603778861841,GRADE-004;5167000-10334000;FAC-1603778861841,GRADE-005;6718000-13346000;FAC-1603778861841,GRADE-006;8734000-17466000;FAC-1603778861841,GRADE-007;11355000-22710000;FAC-1603778861841,GRADE-008;14762000-29524000;FAC-1603778861841,GRADE-009;19191000-38382000;FAC-1603778861841,GRADE-010;25908000-51816000;FAC-1603778861841,GRADE-011;34976000-69525000;FAC-1603778861841,GRADE-012;47218000-94436000;FAC-1603778861841,GRADE-013;47218000-94436000;FAC-1603778861841",TRUE,OUID-EOKKFT10103,"Executive Officer Korporasi, Komersial & FI 3",LVL-004,OUID-DDKKFI10094,PAY-1580288169116,LVL-004-EOKKFT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-005,CD-005-SDKKF3,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOKKFT10104,"Senior Officer Korporasi, Komersial & FI 3",LVL-005,OUID-EOKKFT10103,PAY-1580288169116,LVL-005-SOKKFT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-005,CD-005-SDKKF3,"GRADE-014;3283000-4925000;FAC-1603778452842,GRADE-001;3283000-4925000;FAC-1603778452842,GRADE-002;3612000-5418000;FAC-1603778452842,GRADE-003;3974000-5961000;FAC-1603778452842,GRADE-004;5167000-10334000;FAC-1603778452842,GRADE-005;6718000-13346000;FAC-1603778452842,GRADE-006;8734000-17466000;FAC-1603778452842,GRADE-007;11355000-22710000;FAC-1603778452842,GRADE-008;14762000-29524000;FAC-1603778452842,GRADE-009;19191000-38382000;FAC-1603778452842,GRADE-010;25908000-51816000;FAC-1603778452842,GRADE-011;34976000-69525000;FAC-1603778452842,GRADE-012;47218000-94436000;FAC-1603778452842,GRADE-013;47218000-94436000;FAC-1603778452842",TRUE,OUID-STKKFT10105,"Account Officer Korporasi, Komersial & FI 3",LVL-006,OUID-EOKKFT10103,PAY-1580288169116,LVL-006-STKKFT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-005,CD-005-SDKKF3,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-AAKKFT10106,"Asisten Account Officer Korporasi, Komersial & FI 3",LVL-006,OUID-EOKKFT10103,PAY-1580288169116,LVL-006-AAKKFT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0002,CD-005,CD-005-SDKKF4,"GRADE-014;3283000-4925000;FAC-1603778861841,GRADE-001;3283000-4925000;FAC-1603778861841,GRADE-002;3612000-5418000;FAC-1603778861841,GRADE-003;3974000-5961000;FAC-1603778861841,GRADE-004;5167000-10334000;FAC-1603778861841,GRADE-005;6718000-13346000;FAC-1603778861841,GRADE-006;8734000-17466000;FAC-1603778861841,GRADE-007;11355000-22710000;FAC-1603778861841,GRADE-008;14762000-29524000;FAC-1603778861841,GRADE-009;19191000-38382000;FAC-1603778861841,GRADE-010;25908000-51816000;FAC-1603778861841,GRADE-011;34976000-69525000;FAC-1603778861841,GRADE-012;47218000-94436000;FAC-1603778861841,GRADE-013;47218000-94436000;FAC-1603778861841",TRUE,OUID-EOKKFP10107,"Executive Officer Korporasi, Komersial & FI 4",LVL-004,OUID-DDKKFI10094,PAY-1580288169116,LVL-004-EOKKFP
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-005,CD-005-SDKKF4,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOKKFP10108,"Senior Officer Korporasi, Komersial & FI 4",LVL-005,OUID-EOKKFP10107,PAY-1580288169116,LVL-005-SOKKFP
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-005,CD-005-SDKKF4,"GRADE-014;3283000-4925000;FAC-1603778452842,GRADE-001;3283000-4925000;FAC-1603778452842,GRADE-002;3612000-5418000;FAC-1603778452842,GRADE-003;3974000-5961000;FAC-1603778452842,GRADE-004;5167000-10334000;FAC-1603778452842,GRADE-005;6718000-13346000;FAC-1603778452842,GRADE-006;8734000-17466000;FAC-1603778452842,GRADE-007;11355000-22710000;FAC-1603778452842,GRADE-008;14762000-29524000;FAC-1603778452842,GRADE-009;19191000-38382000;FAC-1603778452842,GRADE-010;25908000-51816000;FAC-1603778452842,GRADE-011;34976000-69525000;FAC-1603778452842,GRADE-012;47218000-94436000;FAC-1603778452842,GRADE-013;47218000-94436000;FAC-1603778452842",TRUE,OUID-STKKFP10109,"Account Officer Korporasi, Komersial & FI 4",LVL-006,OUID-EOKKFP10107,PAY-1580288169116,LVL-006-STKKFP
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-005,CD-005-SDKKF4,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-AAKKFP10110,"Asisten Account Officer Korporasi, Komersial & FI 4",LVL-006,OUID-EOKKFP10107,PAY-1580288169116,LVL-006-AAKKFP
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0002,CD-005,CD-005-SDKKF5,"GRADE-014;3283000-4925000;FAC-1603778861841,GRADE-001;3283000-4925000;FAC-1603778861841,GRADE-002;3612000-5418000;FAC-1603778861841,GRADE-003;3974000-5961000;FAC-1603778861841,GRADE-004;5167000-10334000;FAC-1603778861841,GRADE-005;6718000-13346000;FAC-1603778861841,GRADE-006;8734000-17466000;FAC-1603778861841,GRADE-007;11355000-22710000;FAC-1603778861841,GRADE-008;14762000-29524000;FAC-1603778861841,GRADE-009;19191000-38382000;FAC-1603778861841,GRADE-010;25908000-51816000;FAC-1603778861841,GRADE-011;34976000-69525000;FAC-1603778861841,GRADE-012;47218000-94436000;FAC-1603778861841,GRADE-013;47218000-94436000;FAC-1603778861841",TRUE,OUID-EOKKFL10111,"Executive Officer Korporasi, Komersial & FI 5",LVL-004,OUID-DDKKFI10094,PAY-1580288169116,LVL-004-EOKKFL
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-005,CD-005-SDKKF5,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOKKFL10112,"Senior Officer Korporasi, Komersial & FI 5",LVL-005,OUID-EOKKFL10111,PAY-1580288169116,LVL-005-SOKKFL
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-005,CD-005-SDKKF5,"GRADE-014;3283000-4925000;FAC-1603778452842,GRADE-001;3283000-4925000;FAC-1603778452842,GRADE-002;3612000-5418000;FAC-1603778452842,GRADE-003;3974000-5961000;FAC-1603778452842,GRADE-004;5167000-10334000;FAC-1603778452842,GRADE-005;6718000-13346000;FAC-1603778452842,GRADE-006;8734000-17466000;FAC-1603778452842,GRADE-007;11355000-22710000;FAC-1603778452842,GRADE-008;14762000-29524000;FAC-1603778452842,GRADE-009;19191000-38382000;FAC-1603778452842,GRADE-010;25908000-51816000;FAC-1603778452842,GRADE-011;34976000-69525000;FAC-1603778452842,GRADE-012;47218000-94436000;FAC-1603778452842,GRADE-013;47218000-94436000;FAC-1603778452842",TRUE,OUID-STKKFL10113,"Account Officer Korporasi, Komersial & FI 5",LVL-006,OUID-EOKKFL10111,PAY-1580288169116,LVL-006-STKKFL
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-005,CD-005-SDKKF5,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-AAKKFL10114,"Asisten Account Officer Korporasi, Komersial & FI 5",LVL-006,OUID-EOKKFL10111,PAY-1580288169116,LVL-006-AAKKFL
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0003,CD-006,CD-006-SDTR,"GRADE-014;3283000-4925000;FAC-1603779164791,GRADE-001;3283000-4925000;FAC-1603779164791,GRADE-002;3612000-5418000;FAC-1603779164791,GRADE-003;3974000-5961000;FAC-1603779164791,GRADE-004;5167000-10334000;FAC-1603779164791,GRADE-005;6718000-13346000;FAC-1603779164791,GRADE-006;8734000-17466000;FAC-1603779164791,GRADE-007;11355000-22710000;FAC-1603779164791,GRADE-008;14762000-29524000;FAC-1603779164791,GRADE-009;19191000-38382000;FAC-1603779164791,GRADE-010;25908000-51816000;FAC-1603779164791,GRADE-011;34976000-69525000;FAC-1603779164791,GRADE-012;47218000-94436000;FAC-1603779164791,GRADE-013;47218000-94436000;FAC-1603779164791",TRUE,OUID-DDTSRI10115,Deputi Direktur Treasury,LVL-003,OUID-DRUTM10006,PAY-1580288169116,LVL-003-DDTSRI
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0002,CD-006,CD-006-SDDR,"GRADE-014;3283000-4925000;FAC-1603778861841,GRADE-001;3283000-4925000;FAC-1603778861841,GRADE-002;3612000-5418000;FAC-1603778861841,GRADE-003;3974000-5961000;FAC-1603778861841,GRADE-004;5167000-10334000;FAC-1603778861841,GRADE-005;6718000-13346000;FAC-1603778861841,GRADE-006;8734000-17466000;FAC-1603778861841,GRADE-007;11355000-22710000;FAC-1603778861841,GRADE-008;14762000-29524000;FAC-1603778861841,GRADE-009;19191000-38382000;FAC-1603778861841,GRADE-010;25908000-51816000;FAC-1603778861841,GRADE-011;34976000-69525000;FAC-1603778861841,GRADE-012;47218000-94436000;FAC-1603778861841,GRADE-013;47218000-94436000;FAC-1603778861841",TRUE,OUID-EODLRM10116,Executive Officer Dealing Room,LVL-004,OUID-DDTSRI10115,PAY-1580288169116,LVL-004-EODLRM
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0002,CD-006,CD-006-SDDR,"GRADE-014;3283000-4925000;FAC-1603778861841,GRADE-001;3283000-4925000;FAC-1603778861841,GRADE-002;3612000-5418000;FAC-1603778861841,GRADE-003;3974000-5961000;FAC-1603778861841,GRADE-004;5167000-10334000;FAC-1603778861841,GRADE-005;6718000-13346000;FAC-1603778861841,GRADE-006;8734000-17466000;FAC-1603778861841,GRADE-007;11355000-22710000;FAC-1603778861841,GRADE-008;14762000-29524000;FAC-1603778861841,GRADE-009;19191000-38382000;FAC-1603778861841,GRADE-010;25908000-51816000;FAC-1603778861841,GRADE-011;34976000-69525000;FAC-1603778861841,GRADE-012;47218000-94436000;FAC-1603778861841,GRADE-013;47218000-94436000;FAC-1603778861841",TRUE,OUID-WAEDLR10117,Wakil Executive Officer Dealing Room,LVL-004,OUID-DDTSRI10115,PAY-1580288169116,LVL-004-WAEDLR
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-006,CD-006-SDDR,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SODLRM10118,Senior Officer Dealing Room,LVL-005,OUID-EODLRM10116,PAY-1580288169116,LVL-005-SODLRM
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-006,CD-006-SDDR,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STDLRM10119,Staff Dealing Room,LVL-006,OUID-EODLRM10116,PAY-1580288169116,LVL-006-STDLRM
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0002,CD-006,CD-006-SDPP,"GRADE-014;3283000-4925000;FAC-1603778861841,GRADE-001;3283000-4925000;FAC-1603778861841,GRADE-002;3612000-5418000;FAC-1603778861841,GRADE-003;3974000-5961000;FAC-1603778861841,GRADE-004;5167000-10334000;FAC-1603778861841,GRADE-005;6718000-13346000;FAC-1603778861841,GRADE-006;8734000-17466000;FAC-1603778861841,GRADE-007;11355000-22710000;FAC-1603778861841,GRADE-008;14762000-29524000;FAC-1603778861841,GRADE-009;19191000-38382000;FAC-1603778861841,GRADE-010;25908000-51816000;FAC-1603778861841,GRADE-011;34976000-69525000;FAC-1603778861841,GRADE-012;47218000-94436000;FAC-1603778861841,GRADE-013;47218000-94436000;FAC-1603778861841",TRUE,OUID-EOPNPN10120,Executive Officer Produk & Pendanaan,LVL-004,OUID-DDTSRI10115,PAY-1580288169116,LVL-004-EOPNPN
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-006,CD-006-SDPP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOPNPN10121,Senior Officer Produk & Pendanaan,LVL-005,OUID-EOPNPN10120,PAY-1580288169116,LVL-005-SOPNPN
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-006,CD-006-SDPP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STPNPN10122,Staff Produk & Pendanaan,LVL-006,OUID-EOPNPN10120,PAY-1580288169116,LVL-006-STPNPN
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0002,CD-006,CD-006-SDMIS,"GRADE-014;3283000-4925000;FAC-1603778861841,GRADE-001;3283000-4925000;FAC-1603778861841,GRADE-002;3612000-5418000;FAC-1603778861841,GRADE-003;3974000-5961000;FAC-1603778861841,GRADE-004;5167000-10334000;FAC-1603778861841,GRADE-005;6718000-13346000;FAC-1603778861841,GRADE-006;8734000-17466000;FAC-1603778861841,GRADE-007;11355000-22710000;FAC-1603778861841,GRADE-008;14762000-29524000;FAC-1603778861841,GRADE-009;19191000-38382000;FAC-1603778861841,GRADE-010;25908000-51816000;FAC-1603778861841,GRADE-011;34976000-69525000;FAC-1603778861841,GRADE-012;47218000-94436000;FAC-1603778861841,GRADE-013;47218000-94436000;FAC-1603778861841",TRUE,OUID-EOMIS10123,Executive Officer MIS,LVL-004,OUID-DDTSRI10115,PAY-1580288169116,LVL-004-EOMIS
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-006,CD-006-SDMIS,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOMIS10124,Senior Officer MIS,LVL-005,OUID-EOMIS10123,PAY-1580288169116,LVL-005-SOMIS
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-006,CD-006-SDMIS,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STMIS10125,Staff MIS,LVL-006,OUID-EOMIS10123,PAY-1580288169116,LVL-006-STMIS
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0004,CD-015,CD-015-SDKSK,"GRADE-014;3283000-4925000;FAC-16037938855785,GRADE-001;3283000-4925000;FAC-1603793885578,GRADE-002;3612000-5418000;FAC-1603793885578,GRADE-003;3974000-5961000;FAC-1603793885578,GRADE-004;5167000-10334000;FAC-1603793885578,GRADE-005;6718000-13346000;FAC-1603793885578,GRADE-006;8734000-17466000;FAC-1603793885578,GRADE-007;11355000-22710000;FAC-1603793885578,GRADE-008;14762000-29524000;FAC-1603793885578,GRADE-009;19191000-38382000;FAC-1603793885578,GRADE-010;25908000-51816000;FAC-1603793885578,GRADE-011;34976000-69525000;FAC-1603793885578,GRADE-012;47218000-94436000;FAC-1603793885578,GRADE-013;47218000-94436000;FAC-1603793885578",TRUE,OUID-DSKMRP10126,Direktur Kepatuhan & SKMR,LVL-001,OUID-DRUTM10006,PAY-1580288169116,LVL-001-DSKMRP
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0003,CD-015,CD-015-SDKSK,"GRADE-014;3283000-4925000;FAC-1603793701560,GRADE-001;3283000-4925000;FAC-1603793701560,GRADE-002;3612000-5418000;FAC-1603793701560,GRADE-003;3974000-5961000;FAC-1603793701560,GRADE-004;5167000-10334000;FAC-1603793701560,GRADE-005;6718000-13346000;FAC-1603793701560,GRADE-006;8734000-17466000;FAC-1603793701560,GRADE-007;11355000-22710000;FAC-1603793701560,GRADE-008;14762000-29524000;FAC-1603793701560,GRADE-009;19191000-38382000;FAC-1603793701560,GRADE-010;25908000-51816000;FAC-1603793701560,GRADE-011;34976000-69525000;FAC-1603793701560,GRADE-012;47218000-94436000;FAC-1603793701560,GRADE-013;47218000-94436000;FAC-1603793701560",TRUE,OUID-ASKMRP10127,Associate Direktur Kepatuhan & SKMR,LVL-002,OUID-DSKMRP10126,PAY-1580288169116,LVL-002-ASKMRP
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0003,CD-007,CD-007-SDKKR,"GRADE-014;3283000-4925000;FAC-1603779164791,GRADE-001;3283000-4925000;FAC-1603779164791,GRADE-002;3612000-5418000;FAC-1603779164791,GRADE-003;3974000-5961000;FAC-1603779164791,GRADE-004;5167000-10334000;FAC-1603779164791,GRADE-005;6718000-13346000;FAC-1603779164791,GRADE-006;8734000-17466000;FAC-1603779164791,GRADE-007;11355000-22710000;FAC-1603779164791,GRADE-008;14762000-29524000;FAC-1603779164791,GRADE-009;19191000-38382000;FAC-1603779164791,GRADE-010;25908000-51816000;FAC-1603779164791,GRADE-011;34976000-69525000;FAC-1603779164791,GRADE-012;47218000-94436000;FAC-1603779164791,GRADE-013;47218000-94436000;FAC-1603779164791",TRUE,OUID-DDKNKR10128,Deputi Direktur Kepatuhan & Kredit Review,LVL-003,OUID-ASKMRP10127,PAY-1580288169116,LVL-003-DDKNKR
